provincia,poblacion,total,nuevas,lat,lng,semana,anio
Tungurahua,590600,31723,23,"-1,241667","-78,619722",36,2022
Zamora Chinchipe,120416,5818,23,"-4,12","-78,8",36,2022
Azuay,881394,50865,8,"-2,897414","-79,004481",37,2022
Bolívar,209933,14547,0,"-1,605556","-79,003056",37,2022
Carchi,186869,14618,0,"0,81218","-77,71633",37,2022
Cañar,281396,17634,0,"-2,733333","-78,833333",37,2022
Chimborazo,524004,18124,0,"-1,674347","-78,648294",37,2022
Cotopaxi,488716,21185,0,"-0,933333","-78,616667",37,2022
El Oro,715751,54105,2,"-3,266667","-79,966667",37,2022
Esmeraldas,591083,16276,0,"1,05","-79,2",37,2022
Galápagos,33042,3570,0,"-0,8","-89,4",37,2022
Guayas,4387434,152960,1,"-2,183333","-79,883333",37,2022
Imbabura,476257,33153,25,"0,362678","-78,130667",37,2022
Loja,521154,39257,5,"-3,983333","-79,2",37,2022
Los Ríos,921763,18880,2,"-1,8","-79,533333",37,2022
Manabí,1562079,65777,0,"-1,056181","-80,455217",37,2022
Morona Santiago,196535,12354,0,"-2,3","-78,116667",37,2022
Napo,133705,7794,0,"-0,989","-77,8159",37,2022
Orellana,161338,6841,0,"-0,466667","-76,966667",37,2022
Pastaza,114202,5789,0,"-1,066667","-78,001111",37,2022
Pichincha,3228233,372383,68,"-0,218611","-78,509722",37,2022
Santa Elena,401178,7325,0,"-2,2267","-80,8583",37,2022
Sto. Domingo Tsáchilas,511151,18496,0,"-0,254167","-79,171944",37,2022
Sucumbíos,230503,10363,1,"0,084722","-76,882778",37,2022
Tungurahua,590600,31723,0,"-1,241667","-78,619722",37,2022
Zamora Chinchipe,120416,5818,0,"-4,12","-78,8",37,2022
Azuay,881394,395,395,"-2,897414","-79,004481",1,2021
Bolívar,209933,57,57,"-1,605556","-79,003056",1,2021
Carchi,186869,147,147,"0,81218","-77,71633",1,2021
Cañar,281396,55,55,"-2,733333","-78,833333",1,2021
Chimborazo,524004,218,218,"-1,674347","-78,648294",1,2021
Cotopaxi,488716,220,220,"-0,933333","-78,616667",1,2021
El Oro,715751,434,434,"-3,266667","-79,966667",1,2021
Esmeraldas,591083,70,70,"1,05","-79,2",1,2021
Galápagos,33042,67,67,"-0,8","-89,4",1,2021
Guayas,4387434,1108,1108,"-2,183333","-79,883333",1,2021
Imbabura,476257,202,202,"0,362678","-78,130667",1,2021
Loja,521154,166,166,"-3,983333","-79,2",1,2021
Los Ríos,921763,175,175,"-1,8","-79,533333",1,2021
Manabí,1562079,497,497,"-1,056181","-80,455217",1,2021
Morona Santiago,196535,107,107,"-2,3","-78,116667",1,2021
Napo,133705,56,56,"-0,989","-77,8159",1,2021
Orellana,161338,13,13,"-0,466667","-76,966667",1,2021
Pastaza,114202,14,14,"-1,066667","-78,001111",1,2021
Pichincha,3228233,1885,1885,"-0,218611","-78,509722",1,2021
Santa Elena,401178,83,83,"-2,2267","-80,8583",1,2021
Sto. Domingo Tsáchilas,511151,145,145,"-0,254167","-79,171944",1,2021
Sucumbíos,230503,28,28,"0,084722","-76,882778",1,2021
Tungurahua,590600,298,298,"-1,241667","-78,619722",1,2021
Zamora Chinchipe,120416,16,16,"-4,12","-78,8",1,2021
Azuay,881394,968,573,"-2,897414","-79,004481",2,2021
Bolívar,209933,156,99,"-1,605556","-79,003056",2,2021
Carchi,186869,462,315,"0,81218","-77,71633",2,2021
Cañar,281396,215,160,"-2,733333","-78,833333",2,2021
Chimborazo,524004,528,310,"-1,674347","-78,648294",2,2021
Cotopaxi,488716,688,468,"-0,933333","-78,616667",2,2021
El Oro,715751,1028,594,"-3,266667","-79,966667",2,2021
Esmeraldas,591083,175,105,"1,05","-79,2",2,2021
Galápagos,33042,216,149,"-0,8","-89,4",2,2021
Guayas,4387434,2273,1165,"-2,183333","-79,883333",2,2021
Imbabura,476257,662,460,"0,362678","-78,130667",2,2021
Loja,521154,581,415,"-3,983333","-79,2",2,2021
Los Ríos,921763,451,276,"-1,8","-79,533333",2,2021
Manabí,1562079,1205,708,"-1,056181","-80,455217",2,2021
Morona Santiago,196535,281,174,"-2,3","-78,116667",2,2021
Napo,133705,131,75,"-0,989","-77,8159",2,2021
Orellana,161338,39,26,"-0,466667","-76,966667",2,2021
Pastaza,114202,45,31,"-1,066667","-78,001111",2,2021
Pichincha,3228233,5252,3367,"-0,218611","-78,509722",2,2021
Santa Elena,401178,250,167,"-2,2267","-80,8583",2,2021
Sto. Domingo Tsáchilas,511151,423,278,"-0,254167","-79,171944",2,2021
Sucumbíos,230503,60,32,"0,084722","-76,882778",2,2021
Tungurahua,590600,733,435,"-1,241667","-78,619722",2,2021
Zamora Chinchipe,120416,46,30,"-4,12","-78,8",2,2021
Azuay,881394,1568,600,"-2,897414","-79,004481",3,2021
Bolívar,209933,318,162,"-1,605556","-79,003056",3,2021
Carchi,186869,1006,544,"0,81218","-77,71633",3,2021
Cañar,281396,422,207,"-2,733333","-78,833333",3,2021
Chimborazo,524004,787,259,"-1,674347","-78,648294",3,2021
Cotopaxi,488716,1077,389,"-0,933333","-78,616667",3,2021
El Oro,715751,1573,545,"-3,266667","-79,966667",3,2021
Esmeraldas,591083,301,126,"1,05","-79,2",3,2021
Galápagos,33042,288,72,"-0,8","-89,4",3,2021
Guayas,4387434,3219,946,"-2,183333","-79,883333",3,2021
Imbabura,476257,1042,380,"0,362678","-78,130667",3,2021
Loja,521154,947,366,"-3,983333","-79,2",3,2021
Los Ríos,921763,758,307,"-1,8","-79,533333",3,2021
Manabí,1562079,1784,579,"-1,056181","-80,455217",3,2021
Morona Santiago,196535,390,109,"-2,3","-78,116667",3,2021
Napo,133705,194,63,"-0,989","-77,8159",3,2021
Orellana,161338,48,9,"-0,466667","-76,966667",3,2021
Pastaza,114202,85,40,"-1,066667","-78,001111",3,2021
Pichincha,3228233,8451,3199,"-0,218611","-78,509722",3,2021
Santa Elena,401178,308,58,"-2,2267","-80,8583",3,2021
Sto. Domingo Tsáchilas,511151,680,257,"-0,254167","-79,171944",3,2021
Sucumbíos,230503,151,91,"0,084722","-76,882778",3,2021
Tungurahua,590600,1197,464,"-1,241667","-78,619722",3,2021
Zamora Chinchipe,120416,84,38,"-4,12","-78,8",3,2021
Azuay,881394,2229,661,"-2,897414","-79,004481",4,2021
Bolívar,209933,498,180,"-1,605556","-79,003056",4,2021
Carchi,186869,1361,355,"0,81218","-77,71633",4,2021
Cañar,281396,611,189,"-2,733333","-78,833333",4,2021
Chimborazo,524004,1006,219,"-1,674347","-78,648294",4,2021
Cotopaxi,488716,1402,325,"-0,933333","-78,616667",4,2021
El Oro,715751,2059,486,"-3,266667","-79,966667",4,2021
Esmeraldas,591083,393,92,"1,05","-79,2",4,2021
Galápagos,33042,325,37,"-0,8","-89,4",4,2021
Guayas,4387434,4210,991,"-2,183333","-79,883333",4,2021
Imbabura,476257,1389,347,"0,362678","-78,130667",4,2021
Loja,521154,1395,448,"-3,983333","-79,2",4,2021
Los Ríos,921763,1104,346,"-1,8","-79,533333",4,2021
Manabí,1562079,2459,675,"-1,056181","-80,455217",4,2021
Morona Santiago,196535,477,87,"-2,3","-78,116667",4,2021
Napo,133705,259,65,"-0,989","-77,8159",4,2021
Orellana,161338,80,32,"-0,466667","-76,966667",4,2021
Pastaza,114202,105,20,"-1,066667","-78,001111",4,2021
Pichincha,3228233,11778,3327,"-0,218611","-78,509722",4,2021
Santa Elena,401178,374,66,"-2,2267","-80,8583",4,2021
Sto. Domingo Tsáchilas,511151,854,174,"-0,254167","-79,171944",4,2021
Sucumbíos,230503,209,58,"0,084722","-76,882778",4,2021
Tungurahua,590600,1516,319,"-1,241667","-78,619722",4,2021
Zamora Chinchipe,120416,121,37,"-4,12","-78,8",4,2021
Azuay,881394,2566,337,"-2,897414","-79,004481",5,2021
Bolívar,209933,637,139,"-1,605556","-79,003056",5,2021
Carchi,186869,1539,178,"0,81218","-77,71633",5,2021
Cañar,281396,740,129,"-2,733333","-78,833333",5,2021
Chimborazo,524004,1151,145,"-1,674347","-78,648294",5,2021
Cotopaxi,488716,1668,266,"-0,933333","-78,616667",5,2021
El Oro,715751,2541,482,"-3,266667","-79,966667",5,2021
Esmeraldas,591083,519,126,"1,05","-79,2",5,2021
Galápagos,33042,348,23,"-0,8","-89,4",5,2021
Guayas,4387434,5000,790,"-2,183333","-79,883333",5,2021
Imbabura,476257,1764,375,"0,362678","-78,130667",5,2021
Loja,521154,1618,223,"-3,983333","-79,2",5,2021
Los Ríos,921763,1366,262,"-1,8","-79,533333",5,2021
Manabí,1562079,2943,484,"-1,056181","-80,455217",5,2021
Morona Santiago,196535,514,37,"-2,3","-78,116667",5,2021
Napo,133705,281,22,"-0,989","-77,8159",5,2021
Orellana,161338,102,22,"-0,466667","-76,966667",5,2021
Pastaza,114202,125,20,"-1,066667","-78,001111",5,2021
Pichincha,3228233,14447,2669,"-0,218611","-78,509722",5,2021
Santa Elena,401178,409,35,"-2,2267","-80,8583",5,2021
Sto. Domingo Tsáchilas,511151,1107,253,"-0,254167","-79,171944",5,2021
Sucumbíos,230503,246,37,"0,084722","-76,882778",5,2021
Tungurahua,590600,1892,376,"-1,241667","-78,619722",5,2021
Zamora Chinchipe,120416,145,24,"-4,12","-78,8",5,2021
Azuay,881394,2952,386,"-2,897414","-79,004481",6,2021
Bolívar,209933,802,165,"-1,605556","-79,003056",6,2021
Carchi,186869,1684,145,"0,81218","-77,71633",6,2021
Cañar,281396,856,116,"-2,733333","-78,833333",6,2021
Chimborazo,524004,1302,151,"-1,674347","-78,648294",6,2021
Cotopaxi,488716,1885,217,"-0,933333","-78,616667",6,2021
El Oro,715751,3162,621,"-3,266667","-79,966667",6,2021
Esmeraldas,591083,674,155,"1,05","-79,2",6,2021
Galápagos,33042,362,14,"-0,8","-89,4",6,2021
Guayas,4387434,6130,1130,"-2,183333","-79,883333",6,2021
Imbabura,476257,2034,270,"0,362678","-78,130667",6,2021
Loja,521154,1944,326,"-3,983333","-79,2",6,2021
Los Ríos,921763,1702,336,"-1,8","-79,533333",6,2021
Manabí,1562079,3765,822,"-1,056181","-80,455217",6,2021
Morona Santiago,196535,582,68,"-2,3","-78,116667",6,2021
Napo,133705,367,86,"-0,989","-77,8159",6,2021
Orellana,161338,165,63,"-0,466667","-76,966667",6,2021
Pastaza,114202,151,26,"-1,066667","-78,001111",6,2021
Pichincha,3228233,17773,3326,"-0,218611","-78,509722",6,2021
Santa Elena,401178,468,59,"-2,2267","-80,8583",6,2021
Sto. Domingo Tsáchilas,511151,1233,126,"-0,254167","-79,171944",6,2021
Sucumbíos,230503,280,34,"0,084722","-76,882778",6,2021
Tungurahua,590600,2159,267,"-1,241667","-78,619722",6,2021
Zamora Chinchipe,120416,177,32,"-4,12","-78,8",6,2021
Azuay,881394,3296,344,"-2,897414","-79,004481",7,2021
Bolívar,209933,979,177,"-1,605556","-79,003056",7,2021
Carchi,186869,1763,79,"0,81218","-77,71633",7,2021
Cañar,281396,928,72,"-2,733333","-78,833333",7,2021
Chimborazo,524004,1447,145,"-1,674347","-78,648294",7,2021
Cotopaxi,488716,2022,137,"-0,933333","-78,616667",7,2021
El Oro,715751,3630,468,"-3,266667","-79,966667",7,2021
Esmeraldas,591083,810,136,"1,05","-79,2",7,2021
Galápagos,33042,368,6,"-0,8","-89,4",7,2021
Guayas,4387434,7163,1033,"-2,183333","-79,883333",7,2021
Imbabura,476257,2163,129,"0,362678","-78,130667",7,2021
Loja,521154,2310,366,"-3,983333","-79,2",7,2021
Los Ríos,921763,2098,396,"-1,8","-79,533333",7,2021
Manabí,1562079,4291,526,"-1,056181","-80,455217",7,2021
Morona Santiago,196535,611,29,"-2,3","-78,116667",7,2021
Napo,133705,418,51,"-0,989","-77,8159",7,2021
Orellana,161338,180,15,"-0,466667","-76,966667",7,2021
Pastaza,114202,160,9,"-1,066667","-78,001111",7,2021
Pichincha,3228233,20624,2851,"-0,218611","-78,509722",7,2021
Santa Elena,401178,588,120,"-2,2267","-80,8583",7,2021
Sto. Domingo Tsáchilas,511151,1418,185,"-0,254167","-79,171944",7,2021
Sucumbíos,230503,311,31,"0,084722","-76,882778",7,2021
Tungurahua,590600,2277,118,"-1,241667","-78,619722",7,2021
Zamora Chinchipe,120416,204,27,"-4,12","-78,8",7,2021
Azuay,881394,3598,302,"-2,897414","-79,004481",8,2021
Bolívar,209933,1294,315,"-1,605556","-79,003056",8,2021
Carchi,186869,2001,238,"0,81218","-77,71633",8,2021
Cañar,281396,1020,92,"-2,733333","-78,833333",8,2021
Chimborazo,524004,1710,263,"-1,674347","-78,648294",8,2021
Cotopaxi,488716,2367,345,"-0,933333","-78,616667",8,2021
El Oro,715751,4187,557,"-3,266667","-79,966667",8,2021
Esmeraldas,591083,1017,207,"1,05","-79,2",8,2021
Galápagos,33042,387,19,"-0,8","-89,4",8,2021
Guayas,4387434,8721,1558,"-2,183333","-79,883333",8,2021
Imbabura,476257,2484,321,"0,362678","-78,130667",8,2021
Loja,521154,2676,366,"-3,983333","-79,2",8,2021
Los Ríos,921763,2624,526,"-1,8","-79,533333",8,2021
Manabí,1562079,5397,1106,"-1,056181","-80,455217",8,2021
Morona Santiago,196535,663,52,"-2,3","-78,116667",8,2021
Napo,133705,492,74,"-0,989","-77,8159",8,2021
Orellana,161338,205,25,"-0,466667","-76,966667",8,2021
Pastaza,114202,220,60,"-1,066667","-78,001111",8,2021
Pichincha,3228233,24602,3978,"-0,218611","-78,509722",8,2021
Santa Elena,401178,694,106,"-2,2267","-80,8583",8,2021
Sto. Domingo Tsáchilas,511151,1889,471,"-0,254167","-79,171944",8,2021
Sucumbíos,230503,395,84,"0,084722","-76,882778",8,2021
Tungurahua,590600,2638,361,"-1,241667","-78,619722",8,2021
Zamora Chinchipe,120416,260,56,"-4,12","-78,8",8,2021
Azuay,881394,4017,419,"-2,897414","-79,004481",9,2021
Bolívar,209933,1556,262,"-1,605556","-79,003056",9,2021
Carchi,186869,2124,123,"0,81218","-77,71633",9,2021
Cañar,281396,1144,124,"-2,733333","-78,833333",9,2021
Chimborazo,524004,1929,219,"-1,674347","-78,648294",9,2021
Cotopaxi,488716,2572,205,"-0,933333","-78,616667",9,2021
El Oro,715751,4863,676,"-3,266667","-79,966667",9,2021
Esmeraldas,591083,1180,163,"1,05","-79,2",9,2021
Galápagos,33042,395,8,"-0,8","-89,4",9,2021
Guayas,4387434,9827,1106,"-2,183333","-79,883333",9,2021
Imbabura,476257,2729,245,"0,362678","-78,130667",9,2021
Loja,521154,3007,331,"-3,983333","-79,2",9,2021
Los Ríos,921763,3063,439,"-1,8","-79,533333",9,2021
Manabí,1562079,6663,1266,"-1,056181","-80,455217",9,2021
Morona Santiago,196535,726,63,"-2,3","-78,116667",9,2021
Napo,133705,551,59,"-0,989","-77,8159",9,2021
Orellana,161338,230,25,"-0,466667","-76,966667",9,2021
Pastaza,114202,248,28,"-1,066667","-78,001111",9,2021
Pichincha,3228233,26444,1842,"-0,218611","-78,509722",9,2021
Santa Elena,401178,773,79,"-2,2267","-80,8583",9,2021
Sto. Domingo Tsáchilas,511151,2268,379,"-0,254167","-79,171944",9,2021
Sucumbíos,230503,474,79,"0,084722","-76,882778",9,2021
Tungurahua,590600,2809,171,"-1,241667","-78,619722",9,2021
Zamora Chinchipe,120416,297,37,"-4,12","-78,8",9,2021
Azuay,881394,4353,336,"-2,897414","-79,004481",10,2021
Bolívar,209933,1766,210,"-1,605556","-79,003056",10,2021
Carchi,186869,2196,72,"0,81218","-77,71633",10,2021
Cañar,281396,1269,125,"-2,733333","-78,833333",10,2021
Chimborazo,524004,2155,226,"-1,674347","-78,648294",10,2021
Cotopaxi,488716,2725,153,"-0,933333","-78,616667",10,2021
El Oro,715751,5387,524,"-3,266667","-79,966667",10,2021
Esmeraldas,591083,1421,241,"1,05","-79,2",10,2021
Galápagos,33042,400,5,"-0,8","-89,4",10,2021
Guayas,4387434,10940,1113,"-2,183333","-79,883333",10,2021
Imbabura,476257,2959,230,"0,362678","-78,130667",10,2021
Loja,521154,3389,382,"-3,983333","-79,2",10,2021
Los Ríos,921763,3381,318,"-1,8","-79,533333",10,2021
Manabí,1562079,7662,999,"-1,056181","-80,455217",10,2021
Morona Santiago,196535,788,62,"-2,3","-78,116667",10,2021
Napo,133705,583,32,"-0,989","-77,8159",10,2021
Orellana,161338,256,26,"-0,466667","-76,966667",10,2021
Pastaza,114202,275,27,"-1,066667","-78,001111",10,2021
Pichincha,3228233,28496,2052,"-0,218611","-78,509722",10,2021
Santa Elena,401178,796,23,"-2,2267","-80,8583",10,2021
Sto. Domingo Tsáchilas,511151,2560,292,"-0,254167","-79,171944",10,2021
Sucumbíos,230503,548,74,"0,084722","-76,882778",10,2021
Tungurahua,590600,2959,150,"-1,241667","-78,619722",10,2021
Zamora Chinchipe,120416,343,46,"-4,12","-78,8",10,2021
Azuay,881394,4634,281,"-2,897414","-79,004481",11,2021
Bolívar,209933,2051,285,"-1,605556","-79,003056",11,2021
Carchi,186869,2268,72,"0,81218","-77,71633",11,2021
Cañar,281396,1403,134,"-2,733333","-78,833333",11,2021
Chimborazo,524004,2349,194,"-1,674347","-78,648294",11,2021
Cotopaxi,488716,2891,166,"-0,933333","-78,616667",11,2021
El Oro,715751,5860,473,"-3,266667","-79,966667",11,2021
Esmeraldas,591083,1614,193,"1,05","-79,2",11,2021
Galápagos,33042,408,8,"-0,8","-89,4",11,2021
Guayas,4387434,13069,2129,"-2,183333","-79,883333",11,2021
Imbabura,476257,3105,146,"0,362678","-78,130667",11,2021
Loja,521154,3909,520,"-3,983333","-79,2",11,2021
Los Ríos,921763,3886,505,"-1,8","-79,533333",11,2021
Manabí,1562079,8700,1038,"-1,056181","-80,455217",11,2021
Morona Santiago,196535,847,59,"-2,3","-78,116667",11,2021
Napo,133705,607,24,"-0,989","-77,8159",11,2021
Orellana,161338,319,63,"-0,466667","-76,966667",11,2021
Pastaza,114202,305,30,"-1,066667","-78,001111",11,2021
Pichincha,3228233,31780,3284,"-0,218611","-78,509722",11,2021
Santa Elena,401178,936,140,"-2,2267","-80,8583",11,2021
Sto. Domingo Tsáchilas,511151,2841,281,"-0,254167","-79,171944",11,2021
Sucumbíos,230503,687,139,"0,084722","-76,882778",11,2021
Tungurahua,590600,3094,135,"-1,241667","-78,619722",11,2021
Zamora Chinchipe,120416,421,78,"-4,12","-78,8",11,2021
Azuay,881394,4968,334,"-2,897414","-79,004481",12,2021
Bolívar,209933,2325,274,"-1,605556","-79,003056",12,2021
Carchi,186869,2346,78,"0,81218","-77,71633",12,2021
Cañar,281396,1513,110,"-2,733333","-78,833333",12,2021
Chimborazo,524004,2523,174,"-1,674347","-78,648294",12,2021
Cotopaxi,488716,3106,215,"-0,933333","-78,616667",12,2021
El Oro,715751,6417,557,"-3,266667","-79,966667",12,2021
Esmeraldas,591083,1784,170,"1,05","-79,2",12,2021
Galápagos,33042,419,11,"-0,8","-89,4",12,2021
Guayas,4387434,14420,1351,"-2,183333","-79,883333",12,2021
Imbabura,476257,3370,265,"0,362678","-78,130667",12,2021
Loja,521154,4503,594,"-3,983333","-79,2",12,2021
Los Ríos,921763,4261,375,"-1,8","-79,533333",12,2021
Manabí,1562079,9618,918,"-1,056181","-80,455217",12,2021
Morona Santiago,196535,900,53,"-2,3","-78,116667",12,2021
Napo,133705,726,119,"-0,989","-77,8159",12,2021
Orellana,161338,372,53,"-0,466667","-76,966667",12,2021
Pastaza,114202,319,14,"-1,066667","-78,001111",12,2021
Pichincha,3228233,37080,5300,"-0,218611","-78,509722",12,2021
Santa Elena,401178,1004,68,"-2,2267","-80,8583",12,2021
Sto. Domingo Tsáchilas,511151,3154,313,"-0,254167","-79,171944",12,2021
Sucumbíos,230503,856,169,"0,084722","-76,882778",12,2021
Tungurahua,590600,3369,275,"-1,241667","-78,619722",12,2021
Zamora Chinchipe,120416,515,94,"-4,12","-78,8",12,2021
Azuay,881394,5353,385,"-2,897414","-79,004481",13,2021
Bolívar,209933,2711,386,"-1,605556","-79,003056",13,2021
Carchi,186869,2484,138,"0,81218","-77,71633",13,2021
Cañar,281396,1669,156,"-2,733333","-78,833333",13,2021
Chimborazo,524004,2781,258,"-1,674347","-78,648294",13,2021
Cotopaxi,488716,3401,295,"-0,933333","-78,616667",13,2021
El Oro,715751,7153,736,"-3,266667","-79,966667",13,2021
Esmeraldas,591083,2052,268,"1,05","-79,2",13,2021
Galápagos,33042,431,12,"-0,8","-89,4",13,2021
Guayas,4387434,16077,1657,"-2,183333","-79,883333",13,2021
Imbabura,476257,3666,296,"0,362678","-78,130667",13,2021
Loja,521154,5264,761,"-3,983333","-79,2",13,2021
Los Ríos,921763,4637,376,"-1,8","-79,533333",13,2021
Manabí,1562079,10417,799,"-1,056181","-80,455217",13,2021
Morona Santiago,196535,1024,124,"-2,3","-78,116667",13,2021
Napo,133705,797,71,"-0,989","-77,8159",13,2021
Orellana,161338,426,54,"-0,466667","-76,966667",13,2021
Pastaza,114202,336,17,"-1,066667","-78,001111",13,2021
Pichincha,3228233,40641,3561,"-0,218611","-78,509722",13,2021
Santa Elena,401178,1039,35,"-2,2267","-80,8583",13,2021
Sto. Domingo Tsáchilas,511151,3457,303,"-0,254167","-79,171944",13,2021
Sucumbíos,230503,1031,175,"0,084722","-76,882778",13,2021
Tungurahua,590600,3599,230,"-1,241667","-78,619722",13,2021
Zamora Chinchipe,120416,621,106,"-4,12","-78,8",13,2021
Azuay,881394,5830,477,"-2,897414","-79,004481",14,2021
Bolívar,209933,2897,186,"-1,605556","-79,003056",14,2021
Carchi,186869,2617,133,"0,81218","-77,71633",14,2021
Cañar,281396,1826,157,"-2,733333","-78,833333",14,2021
Chimborazo,524004,2990,209,"-1,674347","-78,648294",14,2021
Cotopaxi,488716,3624,223,"-0,933333","-78,616667",14,2021
El Oro,715751,7904,751,"-3,266667","-79,966667",14,2021
Esmeraldas,591083,2250,198,"1,05","-79,2",14,2021
Galápagos,33042,440,9,"-0,8","-89,4",14,2021
Guayas,4387434,17739,1662,"-2,183333","-79,883333",14,2021
Imbabura,476257,3985,319,"0,362678","-78,130667",14,2021
Loja,521154,5840,576,"-3,983333","-79,2",14,2021
Los Ríos,921763,5021,384,"-1,8","-79,533333",14,2021
Manabí,1562079,11390,973,"-1,056181","-80,455217",14,2021
Morona Santiago,196535,1144,120,"-2,3","-78,116667",14,2021
Napo,133705,848,51,"-0,989","-77,8159",14,2021
Orellana,161338,484,58,"-0,466667","-76,966667",14,2021
Pastaza,114202,362,26,"-1,066667","-78,001111",14,2021
Pichincha,3228233,44447,3806,"-0,218611","-78,509722",14,2021
Santa Elena,401178,1122,83,"-2,2267","-80,8583",14,2021
Sto. Domingo Tsáchilas,511151,3700,243,"-0,254167","-79,171944",14,2021
Sucumbíos,230503,1189,158,"0,084722","-76,882778",14,2021
Tungurahua,590600,3804,205,"-1,241667","-78,619722",14,2021
Zamora Chinchipe,120416,750,129,"-4,12","-78,8",14,2021
Azuay,881394,6372,542,"-2,897414","-79,004481",15,2021
Bolívar,209933,3096,199,"-1,605556","-79,003056",15,2021
Carchi,186869,2792,175,"0,81218","-77,71633",15,2021
Cañar,281396,1982,156,"-2,733333","-78,833333",15,2021
Chimborazo,524004,3219,229,"-1,674347","-78,648294",15,2021
Cotopaxi,488716,3941,317,"-0,933333","-78,616667",15,2021
El Oro,715751,8599,695,"-3,266667","-79,966667",15,2021
Esmeraldas,591083,2412,162,"1,05","-79,2",15,2021
Galápagos,33042,453,13,"-0,8","-89,4",15,2021
Guayas,4387434,19620,1881,"-2,183333","-79,883333",15,2021
Imbabura,476257,4516,531,"0,362678","-78,130667",15,2021
Loja,521154,6396,556,"-3,983333","-79,2",15,2021
Los Ríos,921763,5516,495,"-1,8","-79,533333",15,2021
Manabí,1562079,12439,1049,"-1,056181","-80,455217",15,2021
Morona Santiago,196535,1324,180,"-2,3","-78,116667",15,2021
Napo,133705,912,64,"-0,989","-77,8159",15,2021
Orellana,161338,602,118,"-0,466667","-76,966667",15,2021
Pastaza,114202,390,28,"-1,066667","-78,001111",15,2021
Pichincha,3228233,49850,5403,"-0,218611","-78,509722",15,2021
Santa Elena,401178,1293,171,"-2,2267","-80,8583",15,2021
Sto. Domingo Tsáchilas,511151,3992,292,"-0,254167","-79,171944",15,2021
Sucumbíos,230503,1363,174,"0,084722","-76,882778",15,2021
Tungurahua,590600,4033,229,"-1,241667","-78,619722",15,2021
Zamora Chinchipe,120416,820,70,"-4,12","-78,8",15,2021
Azuay,881394,6911,539,"-2,897414","-79,004481",16,2021
Bolívar,209933,3270,174,"-1,605556","-79,003056",16,2021
Carchi,186869,3047,255,"0,81218","-77,71633",16,2021
Cañar,281396,2135,153,"-2,733333","-78,833333",16,2021
Chimborazo,524004,3498,279,"-1,674347","-78,648294",16,2021
Cotopaxi,488716,4288,347,"-0,933333","-78,616667",16,2021
El Oro,715751,9348,749,"-3,266667","-79,966667",16,2021
Esmeraldas,591083,2598,186,"1,05","-79,2",16,2021
Galápagos,33042,462,9,"-0,8","-89,4",16,2021
Guayas,4387434,21376,1756,"-2,183333","-79,883333",16,2021
Imbabura,476257,5088,572,"0,362678","-78,130667",16,2021
Loja,521154,6849,453,"-3,983333","-79,2",16,2021
Los Ríos,921763,5889,373,"-1,8","-79,533333",16,2021
Manabí,1562079,13216,777,"-1,056181","-80,455217",16,2021
Morona Santiago,196535,1466,142,"-2,3","-78,116667",16,2021
Napo,133705,985,73,"-0,989","-77,8159",16,2021
Orellana,161338,697,95,"-0,466667","-76,966667",16,2021
Pastaza,114202,499,109,"-1,066667","-78,001111",16,2021
Pichincha,3228233,54746,4896,"-0,218611","-78,509722",16,2021
Santa Elena,401178,1397,104,"-2,2267","-80,8583",16,2021
Sto. Domingo Tsáchilas,511151,4234,242,"-0,254167","-79,171944",16,2021
Sucumbíos,230503,1556,193,"0,084722","-76,882778",16,2021
Tungurahua,590600,4263,230,"-1,241667","-78,619722",16,2021
Zamora Chinchipe,120416,930,110,"-4,12","-78,8",16,2021
Azuay,881394,7543,632,"-2,897414","-79,004481",17,2021
Bolívar,209933,3429,159,"-1,605556","-79,003056",17,2021
Carchi,186869,3364,317,"0,81218","-77,71633",17,2021
Cañar,281396,2316,181,"-2,733333","-78,833333",17,2021
Chimborazo,524004,3816,318,"-1,674347","-78,648294",17,2021
Cotopaxi,488716,4611,323,"-0,933333","-78,616667",17,2021
El Oro,715751,10069,721,"-3,266667","-79,966667",17,2021
Esmeraldas,591083,2803,205,"1,05","-79,2",17,2021
Galápagos,33042,469,7,"-0,8","-89,4",17,2021
Guayas,4387434,22836,1460,"-2,183333","-79,883333",17,2021
Imbabura,476257,5855,767,"0,362678","-78,130667",17,2021
Loja,521154,7344,495,"-3,983333","-79,2",17,2021
Los Ríos,921763,6222,333,"-1,8","-79,533333",17,2021
Manabí,1562079,13869,653,"-1,056181","-80,455217",17,2021
Morona Santiago,196535,1609,143,"-2,3","-78,116667",17,2021
Napo,133705,1188,203,"-0,989","-77,8159",17,2021
Orellana,161338,842,145,"-0,466667","-76,966667",17,2021
Pastaza,114202,579,80,"-1,066667","-78,001111",17,2021
Pichincha,3228233,60558,5812,"-0,218611","-78,509722",17,2021
Santa Elena,401178,1446,49,"-2,2267","-80,8583",17,2021
Sto. Domingo Tsáchilas,511151,4578,344,"-0,254167","-79,171944",17,2021
Sucumbíos,230503,1748,192,"0,084722","-76,882778",17,2021
Tungurahua,590600,4584,321,"-1,241667","-78,619722",17,2021
Zamora Chinchipe,120416,1007,77,"-4,12","-78,8",17,2021
Azuay,881394,8047,504,"-2,897414","-79,004481",18,2021
Bolívar,209933,3594,165,"-1,605556","-79,003056",18,2021
Carchi,186869,3563,199,"0,81218","-77,71633",18,2021
