provincia,poblacion,total,nuevas,lat,lng,semana,anio
Pastaza,114202,1326,207,"-1,066667","-78,001111",30,2020
Pichincha,3228233,13811,2097,"-0,218611","-78,509722",30,2020
Santa Elena,401178,1131,31,"-2,2267","-80,8583",30,2020
Sto. Domingo Tsáchilas,511151,3162,288,"-0,254167","-79,171944",30,2020
Sucumbíos,230503,1096,274,"0,084722","-76,882778",30,2020
Tungurahua,590600,1904,204,"-1,241667","-78,619722",30,2020
Zamora Chinchipe,120416,895,103,"-4,12","-78,8",30,2020
Azuay,881394,3469,456,"-2,897414","-79,004481",31,2020
Bolívar,209933,1160,107,"-1,605556","-79,003056",31,2020
Carchi,186869,923,149,"0,81218","-77,71633",31,2020
Cañar,281396,755,64,"-2,733333","-78,833333",31,2020
Chimborazo,524004,1464,211,"-1,674347","-78,648294",31,2020
Cotopaxi,488716,2132,201,"-0,933333","-78,616667",31,2020
El Oro,715751,3248,344,"-3,266667","-79,966667",31,2020
Esmeraldas,591083,3231,261,"1,05","-79,2",31,2020
Galápagos,33042,103,2,"-0,8","-89,4",31,2020
Guayas,4387434,17583,268,"-2,183333","-79,883333",31,2020
Imbabura,476257,1513,244,"0,362678","-78,130667",31,2020
Loja,521154,2620,509,"-3,983333","-79,2",31,2020
Los Ríos,921763,2869,70,"-1,8","-79,533333",31,2020
Manabí,1562079,6577,399,"-1,056181","-80,455217",31,2020
Morona Santiago,196535,2056,168,"-2,3","-78,116667",31,2020
Napo,133705,947,55,"-0,989","-77,8159",31,2020
Orellana,161338,1336,65,"-0,466667","-76,966667",31,2020
Pastaza,114202,1377,51,"-1,066667","-78,001111",31,2020
Pichincha,3228233,14972,1161,"-0,218611","-78,509722",31,2020
Santa Elena,401178,1151,20,"-2,2267","-80,8583",31,2020
Sto. Domingo Tsáchilas,511151,3715,553,"-0,254167","-79,171944",31,2020
Sucumbíos,230503,1220,124,"0,084722","-76,882778",31,2020
Tungurahua,590600,2157,253,"-1,241667","-78,619722",31,2020
Zamora Chinchipe,120416,990,95,"-4,12","-78,8",31,2020
Azuay,881394,4008,539,"-2,897414","-79,004481",32,2020
Bolívar,209933,1245,85,"-1,605556","-79,003056",32,2020
Carchi,186869,1233,310,"0,81218","-77,71633",32,2020
Cañar,281396,872,117,"-2,733333","-78,833333",32,2020
Chimborazo,524004,1651,187,"-1,674347","-78,648294",32,2020
Cotopaxi,488716,2389,257,"-0,933333","-78,616667",32,2020
El Oro,715751,3588,340,"-3,266667","-79,966667",32,2020
Esmeraldas,591083,3325,94,"1,05","-79,2",32,2020
Galápagos,33042,104,1,"-0,8","-89,4",32,2020
Guayas,4387434,17915,332,"-2,183333","-79,883333",32,2020
Imbabura,476257,1826,313,"0,362678","-78,130667",32,2020
Loja,521154,3140,520,"-3,983333","-79,2",32,2020
Los Ríos,921763,2948,79,"-1,8","-79,533333",32,2020
Manabí,1562079,7088,511,"-1,056181","-80,455217",32,2020
Morona Santiago,196535,2176,120,"-2,3","-78,116667",32,2020
Napo,133705,978,31,"-0,989","-77,8159",32,2020
Orellana,161338,1436,100,"-0,466667","-76,966667",32,2020
Pastaza,114202,1547,170,"-1,066667","-78,001111",32,2020
Pichincha,3228233,17849,2877,"-0,218611","-78,509722",32,2020
Santa Elena,401178,1169,18,"-2,2267","-80,8583",32,2020
Sto. Domingo Tsáchilas,511151,4006,291,"-0,254167","-79,171944",32,2020
Sucumbíos,230503,1591,371,"0,084722","-76,882778",32,2020
Tungurahua,590600,2372,215,"-1,241667","-78,619722",32,2020
Zamora Chinchipe,120416,1047,57,"-4,12","-78,8",32,2020
Azuay,881394,4346,338,"-2,897414","-79,004481",33,2020
Bolívar,209933,1336,91,"-1,605556","-79,003056",33,2020
Carchi,186869,1468,235,"0,81218","-77,71633",33,2020
Cañar,281396,925,53,"-2,733333","-78,833333",33,2020
Chimborazo,524004,1764,113,"-1,674347","-78,648294",33,2020
Cotopaxi,488716,2603,214,"-0,933333","-78,616667",33,2020
El Oro,715751,3870,282,"-3,266667","-79,966667",33,2020
Esmeraldas,591083,3415,90,"1,05","-79,2",33,2020
Galápagos,33042,106,2,"-0,8","-89,4",33,2020
Guayas,4387434,18327,412,"-2,183333","-79,883333",33,2020
Imbabura,476257,2301,475,"0,362678","-78,130667",33,2020
Loja,521154,3489,349,"-3,983333","-79,2",33,2020
Los Ríos,921763,2997,49,"-1,8","-79,533333",33,2020
Manabí,1562079,7485,397,"-1,056181","-80,455217",33,2020
Morona Santiago,196535,2273,97,"-2,3","-78,116667",33,2020
Napo,133705,1009,31,"-0,989","-77,8159",33,2020
Orellana,161338,1489,53,"-0,466667","-76,966667",33,2020
Pastaza,114202,1708,161,"-1,066667","-78,001111",33,2020
Pichincha,3228233,20510,2661,"-0,218611","-78,509722",33,2020
Santa Elena,401178,1190,21,"-2,2267","-80,8583",33,2020
Sto. Domingo Tsáchilas,511151,4254,248,"-0,254167","-79,171944",33,2020
Sucumbíos,230503,1786,195,"0,084722","-76,882778",33,2020
Tungurahua,590600,2851,479,"-1,241667","-78,619722",33,2020
Zamora Chinchipe,120416,1084,37,"-4,12","-78,8",33,2020
Azuay,881394,4777,431,"-2,897414","-79,004481",34,2020
Bolívar,209933,1378,42,"-1,605556","-79,003056",34,2020
Carchi,186869,1763,295,"0,81218","-77,71633",34,2020
Cañar,281396,1106,181,"-2,733333","-78,833333",34,2020
Chimborazo,524004,1882,118,"-1,674347","-78,648294",34,2020
Cotopaxi,488716,2861,258,"-0,933333","-78,616667",34,2020
El Oro,715751,4103,233,"-3,266667","-79,966667",34,2020
Esmeraldas,591083,3482,67,"1,05","-79,2",34,2020
Galápagos,33042,109,3,"-0,8","-89,4",34,2020
Guayas,4387434,18489,162,"-2,183333","-79,883333",34,2020
Imbabura,476257,2644,343,"0,362678","-78,130667",34,2020
Loja,521154,4053,564,"-3,983333","-79,2",34,2020
Los Ríos,921763,3070,73,"-1,8","-79,533333",34,2020
Manabí,1562079,7947,462,"-1,056181","-80,455217",34,2020
Morona Santiago,196535,2398,125,"-2,3","-78,116667",34,2020
Napo,133705,1122,113,"-0,989","-77,8159",34,2020
Orellana,161338,1553,64,"-0,466667","-76,966667",34,2020
Pastaza,114202,1802,94,"-1,066667","-78,001111",34,2020
Pichincha,3228233,22388,1878,"-0,218611","-78,509722",34,2020
Santa Elena,401178,1234,44,"-2,2267","-80,8583",34,2020
Sto. Domingo Tsáchilas,511151,4345,91,"-0,254167","-79,171944",34,2020
Sucumbíos,230503,1941,155,"0,084722","-76,882778",34,2020
Tungurahua,590600,3200,349,"-1,241667","-78,619722",34,2020
Zamora Chinchipe,120416,1166,82,"-4,12","-78,8",34,2020
Azuay,881394,5454,677,"-2,897414","-79,004481",35,2020
Bolívar,209933,1438,60,"-1,605556","-79,003056",35,2020
Carchi,186869,1935,172,"0,81218","-77,71633",35,2020
Cañar,281396,1321,215,"-2,733333","-78,833333",35,2020
Chimborazo,524004,2020,138,"-1,674347","-78,648294",35,2020
Cotopaxi,488716,3002,141,"-0,933333","-78,616667",35,2020
El Oro,715751,4376,273,"-3,266667","-79,966667",35,2020
Esmeraldas,591083,3543,61,"1,05","-79,2",35,2020
Galápagos,33042,109,0,"-0,8","-89,4",35,2020
Guayas,4387434,18831,342,"-2,183333","-79,883333",35,2020
Imbabura,476257,2881,237,"0,362678","-78,130667",35,2020
Loja,521154,4386,333,"-3,983333","-79,2",35,2020
Los Ríos,921763,3273,203,"-1,8","-79,533333",35,2020
Manabí,1562079,8482,535,"-1,056181","-80,455217",35,2020
Morona Santiago,196535,2467,69,"-2,3","-78,116667",35,2020
Napo,133705,1153,31,"-0,989","-77,8159",35,2020
Orellana,161338,1618,65,"-0,466667","-76,966667",35,2020
Pastaza,114202,1908,106,"-1,066667","-78,001111",35,2020
Pichincha,3228233,23865,1477,"-0,218611","-78,509722",35,2020
Santa Elena,401178,1293,59,"-2,2267","-80,8583",35,2020
Sto. Domingo Tsáchilas,511151,4501,156,"-0,254167","-79,171944",35,2020
Sucumbíos,230503,2257,316,"0,084722","-76,882778",35,2020
Tungurahua,590600,3347,147,"-1,241667","-78,619722",35,2020
Zamora Chinchipe,120416,1232,66,"-4,12","-78,8",35,2020
Azuay,881394,6453,999,"-2,897414","-79,004481",36,2020
Bolívar,209933,1503,65,"-1,605556","-79,003056",36,2020
Carchi,186869,2068,133,"0,81218","-77,71633",36,2020
Cañar,281396,1443,122,"-2,733333","-78,833333",36,2020
Chimborazo,524004,2091,71,"-1,674347","-78,648294",36,2020
Cotopaxi,488716,3222,220,"-0,933333","-78,616667",36,2020
El Oro,715751,4707,331,"-3,266667","-79,966667",36,2020
Esmeraldas,591083,3581,38,"1,05","-79,2",36,2020
Galápagos,33042,109,0,"-0,8","-89,4",36,2020
Guayas,4387434,19050,219,"-2,183333","-79,883333",36,2020
Imbabura,476257,3067,186,"0,362678","-78,130667",36,2020
Loja,521154,4742,356,"-3,983333","-79,2",36,2020
Los Ríos,921763,3316,43,"-1,8","-79,533333",36,2020
Manabí,1562079,8790,308,"-1,056181","-80,455217",36,2020
Morona Santiago,196535,2525,58,"-2,3","-78,116667",36,2020
Napo,133705,1176,23,"-0,989","-77,8159",36,2020
Orellana,161338,1648,30,"-0,466667","-76,966667",36,2020
Pastaza,114202,1971,63,"-1,066667","-78,001111",36,2020
Pichincha,3228233,25065,1200,"-0,218611","-78,509722",36,2020
Santa Elena,401178,1326,33,"-2,2267","-80,8583",36,2020
Sto. Domingo Tsáchilas,511151,4580,79,"-0,254167","-79,171944",36,2020
Sucumbíos,230503,2344,87,"0,084722","-76,882778",36,2020
Tungurahua,590600,3655,308,"-1,241667","-78,619722",36,2020
Zamora Chinchipe,120416,1352,120,"-4,12","-78,8",36,2020
Azuay,881394,7120,667,"-2,897414","-79,004481",37,2020
Bolívar,209933,1600,97,"-1,605556","-79,003056",37,2020
Carchi,186869,2219,151,"0,81218","-77,71633",37,2020
Cañar,281396,1620,177,"-2,733333","-78,833333",37,2020
Chimborazo,524004,2176,85,"-1,674347","-78,648294",37,2020
Cotopaxi,488716,3360,138,"-0,933333","-78,616667",37,2020
El Oro,715751,5053,346,"-3,266667","-79,966667",37,2020
Esmeraldas,591083,3639,58,"1,05","-79,2",37,2020
Galápagos,33042,182,73,"-0,8","-89,4",37,2020
Guayas,4387434,19899,849,"-2,183333","-79,883333",37,2020
Imbabura,476257,3315,248,"0,362678","-78,130667",37,2020
Loja,521154,4944,202,"-3,983333","-79,2",37,2020
Los Ríos,921763,3455,139,"-1,8","-79,533333",37,2020
Manabí,1562079,9313,523,"-1,056181","-80,455217",37,2020
Morona Santiago,196535,2578,53,"-2,3","-78,116667",37,2020
Napo,133705,1206,30,"-0,989","-77,8159",37,2020
Orellana,161338,1666,18,"-0,466667","-76,966667",37,2020
Pastaza,114202,2030,59,"-1,066667","-78,001111",37,2020
Pichincha,3228233,29183,4118,"-0,218611","-78,509722",37,2020
Santa Elena,401178,1438,112,"-2,2267","-80,8583",37,2020
Sto. Domingo Tsáchilas,511151,4714,134,"-0,254167","-79,171944",37,2020
Sucumbíos,230503,2411,67,"0,084722","-76,882778",37,2020
Tungurahua,590600,4062,407,"-1,241667","-78,619722",37,2020
Zamora Chinchipe,120416,1411,59,"-4,12","-78,8",37,2020
Azuay,881394,8086,966,"-2,897414","-79,004481",38,2020
Bolívar,209933,1716,116,"-1,605556","-79,003056",38,2020
Carchi,186869,2400,181,"0,81218","-77,71633",38,2020
Cañar,281396,1713,93,"-2,733333","-78,833333",38,2020
Chimborazo,524004,2215,39,"-1,674347","-78,648294",38,2020
Cotopaxi,488716,3569,209,"-0,933333","-78,616667",38,2020
El Oro,715751,5277,224,"-3,266667","-79,966667",38,2020
Esmeraldas,591083,3678,39,"1,05","-79,2",38,2020
Galápagos,33042,186,4,"-0,8","-89,4",38,2020
Guayas,4387434,20192,293,"-2,183333","-79,883333",38,2020
Imbabura,476257,3563,248,"0,362678","-78,130667",38,2020
Loja,521154,5112,168,"-3,983333","-79,2",38,2020
Los Ríos,921763,3470,15,"-1,8","-79,533333",38,2020
Manabí,1562079,9440,127,"-1,056181","-80,455217",38,2020
Morona Santiago,196535,2647,69,"-2,3","-78,116667",38,2020
Napo,133705,1260,54,"-0,989","-77,8159",38,2020
Orellana,161338,1683,17,"-0,466667","-76,966667",38,2020
Pastaza,114202,2074,44,"-1,066667","-78,001111",38,2020
Pichincha,3228233,33435,4252,"-0,218611","-78,509722",38,2020
Santa Elena,401178,1445,7,"-2,2267","-80,8583",38,2020
Sto. Domingo Tsáchilas,511151,4762,48,"-0,254167","-79,171944",38,2020
Sucumbíos,230503,2507,96,"0,084722","-76,882778",38,2020
Tungurahua,590600,4544,482,"-1,241667","-78,619722",38,2020
Zamora Chinchipe,120416,1445,34,"-4,12","-78,8",38,2020
Azuay,881394,8815,729,"-2,897414","-79,004481",39,2020
Bolívar,209933,1762,46,"-1,605556","-79,003056",39,2020
Carchi,186869,2583,183,"0,81218","-77,71633",39,2020
Cañar,281396,1890,177,"-2,733333","-78,833333",39,2020
Chimborazo,524004,2264,49,"-1,674347","-78,648294",39,2020
Cotopaxi,488716,3708,139,"-0,933333","-78,616667",39,2020
El Oro,715751,5382,105,"-3,266667","-79,966667",39,2020
Esmeraldas,591083,3723,45,"1,05","-79,2",39,2020
Galápagos,33042,197,11,"-0,8","-89,4",39,2020
Guayas,4387434,20351,159,"-2,183333","-79,883333",39,2020
Imbabura,476257,3867,304,"0,362678","-78,130667",39,2020
Loja,521154,5373,261,"-3,983333","-79,2",39,2020
Los Ríos,921763,3674,204,"-1,8","-79,533333",39,2020
Manabí,1562079,9680,240,"-1,056181","-80,455217",39,2020
Morona Santiago,196535,2705,58,"-2,3","-78,116667",39,2020
Napo,133705,1300,40,"-0,989","-77,8159",39,2020
Orellana,161338,1724,41,"-0,466667","-76,966667",39,2020
Pastaza,114202,2108,34,"-1,066667","-78,001111",39,2020
Pichincha,3228233,38628,5193,"-0,218611","-78,509722",39,2020
Santa Elena,401178,1473,28,"-2,2267","-80,8583",39,2020
Sto. Domingo Tsáchilas,511151,4863,101,"-0,254167","-79,171944",39,2020
Sucumbíos,230503,2539,32,"0,084722","-76,882778",39,2020
Tungurahua,590600,4665,121,"-1,241667","-78,619722",39,2020
Zamora Chinchipe,120416,1473,28,"-4,12","-78,8",39,2020
Azuay,881394,9286,471,"-2,897414","-79,004481",40,2020
Bolívar,209933,1809,47,"-1,605556","-79,003056",40,2020
Carchi,186869,2735,152,"0,81218","-77,71633",40,2020
Cañar,281396,1939,49,"-2,733333","-78,833333",40,2020
Chimborazo,524004,2316,52,"-1,674347","-78,648294",40,2020
Cotopaxi,488716,3973,265,"-0,933333","-78,616667",40,2020
El Oro,715751,5640,258,"-3,266667","-79,966667",40,2020
Esmeraldas,591083,3791,68,"1,05","-79,2",40,2020
Galápagos,33042,199,2,"-0,8","-89,4",40,2020
Guayas,4387434,20516,165,"-2,183333","-79,883333",40,2020
Imbabura,476257,4169,302,"0,362678","-78,130667",40,2020
Loja,521154,5648,275,"-3,983333","-79,2",40,2020
Los Ríos,921763,3724,50,"-1,8","-79,533333",40,2020
Manabí,1562079,9909,229,"-1,056181","-80,455217",40,2020
Morona Santiago,196535,2760,55,"-2,3","-78,116667",40,2020
Napo,133705,1377,77,"-0,989","-77,8159",40,2020
Orellana,161338,1739,15,"-0,466667","-76,966667",40,2020
Pastaza,114202,2191,83,"-1,066667","-78,001111",40,2020
Pichincha,3228233,42018,3390,"-0,218611","-78,509722",40,2020
Santa Elena,401178,1498,25,"-2,2267","-80,8583",40,2020
Sto. Domingo Tsáchilas,511151,4952,89,"-0,254167","-79,171944",40,2020
Sucumbíos,230503,2587,48,"0,084722","-76,882778",40,2020
Tungurahua,590600,4746,81,"-1,241667","-78,619722",40,2020
Zamora Chinchipe,120416,1512,39,"-4,12","-78,8",40,2020
Azuay,881394,9575,289,"-2,897414","-79,004481",41,2020
Bolívar,209933,1875,66,"-1,605556","-79,003056",41,2020
Carchi,186869,2817,82,"0,81218","-77,71633",41,2020
Cañar,281396,1985,46,"-2,733333","-78,833333",41,2020
Chimborazo,524004,2372,56,"-1,674347","-78,648294",41,2020
Cotopaxi,488716,4122,149,"-0,933333","-78,616667",41,2020
El Oro,715751,5833,193,"-3,266667","-79,966667",41,2020
Esmeraldas,591083,3858,67,"1,05","-79,2",41,2020
Galápagos,33042,200,1,"-0,8","-89,4",41,2020
Guayas,4387434,20735,219,"-2,183333","-79,883333",41,2020
Imbabura,476257,4326,157,"0,362678","-78,130667",41,2020
Loja,521154,5737,89,"-3,983333","-79,2",41,2020
Los Ríos,921763,3775,51,"-1,8","-79,533333",41,2020
Manabí,1562079,10151,242,"-1,056181","-80,455217",41,2020
Morona Santiago,196535,2816,56,"-2,3","-78,116667",41,2020
Napo,133705,1391,14,"-0,989","-77,8159",41,2020
Orellana,161338,1777,38,"-0,466667","-76,966667",41,2020
Pastaza,114202,2205,14,"-1,066667","-78,001111",41,2020
Pichincha,3228233,45958,3940,"-0,218611","-78,509722",41,2020
Santa Elena,401178,1522,24,"-2,2267","-80,8583",41,2020
Sto. Domingo Tsáchilas,511151,5007,55,"-0,254167","-79,171944",41,2020
Sucumbíos,230503,2625,38,"0,084722","-76,882778",41,2020
Tungurahua,590600,4828,82,"-1,241667","-78,619722",41,2020
Zamora Chinchipe,120416,1543,31,"-4,12","-78,8",41,2020
Azuay,881394,9997,422,"-2,897414","-79,004481",42,2020
Bolívar,209933,1947,72,"-1,605556","-79,003056",42,2020
Carchi,186869,2908,91,"0,81218","-77,71633",42,2020
Cañar,281396,2029,44,"-2,733333","-78,833333",42,2020
Chimborazo,524004,2414,42,"-1,674347","-78,648294",42,2020
Cotopaxi,488716,4225,103,"-0,933333","-78,616667",42,2020
El Oro,715751,6028,195,"-3,266667","-79,966667",42,2020
Esmeraldas,591083,4050,192,"1,05","-79,2",42,2020
Galápagos,33042,212,12,"-0,8","-89,4",42,2020
Guayas,4387434,21110,375,"-2,183333","-79,883333",42,2020
Imbabura,476257,4507,181,"0,362678","-78,130667",42,2020
Loja,521154,5918,181,"-3,983333","-79,2",42,2020
Los Ríos,921763,3844,69,"-1,8","-79,533333",42,2020
Manabí,1562079,10409,258,"-1,056181","-80,455217",42,2020
Morona Santiago,196535,2880,64,"-2,3","-78,116667",42,2020
Napo,133705,1413,22,"-0,989","-77,8159",42,2020
Orellana,161338,1832,55,"-0,466667","-76,966667",42,2020
Pastaza,114202,2215,10,"-1,066667","-78,001111",42,2020
Pichincha,3228233,49528,3570,"-0,218611","-78,509722",42,2020
Santa Elena,401178,1567,45,"-2,2267","-80,8583",42,2020
Sto. Domingo Tsáchilas,511151,5118,111,"-0,254167","-79,171944",42,2020
Sucumbíos,230503,2672,47,"0,084722","-76,882778",42,2020
Tungurahua,590600,4912,84,"-1,241667","-78,619722",42,2020
Zamora Chinchipe,120416,1554,11,"-4,12","-78,8",42,2020
Azuay,881394,10402,405,"-2,897414","-79,004481",43,2020
Bolívar,209933,2043,96,"-1,605556","-79,003056",43,2020
Carchi,186869,2977,69,"0,81218","-77,71633",43,2020
Cañar,281396,2083,54,"-2,733333","-78,833333",43,2020
Chimborazo,524004,2462,48,"-1,674347","-78,648294",43,2020
Cotopaxi,488716,4354,129,"-0,933333","-78,616667",43,2020
El Oro,715751,6295,267,"-3,266667","-79,966667",43,2020
Esmeraldas,591083,4159,109,"1,05","-79,2",43,2020
Galápagos,33042,220,8,"-0,8","-89,4",43,2020
Guayas,4387434,21515,405,"-2,183333","-79,883333",43,2020
Imbabura,476257,4616,109,"0,362678","-78,130667",43,2020
Loja,521154,6029,111,"-3,983333","-79,2",43,2020
Los Ríos,921763,3929,85,"-1,8","-79,533333",43,2020
Manabí,1562079,10886,477,"-1,056181","-80,455217",43,2020
Morona Santiago,196535,2925,45,"-2,3","-78,116667",43,2020
Napo,133705,1426,13,"-0,989","-77,8159",43,2020
Orellana,161338,1914,82,"-0,466667","-76,966667",43,2020
Pastaza,114202,2236,21,"-1,066667","-78,001111",43,2020
Pichincha,3228233,55071,5543,"-0,218611","-78,509722",43,2020
Santa Elena,401178,1624,57,"-2,2267","-80,8583",43,2020
Sto. Domingo Tsáchilas,511151,5193,75,"-0,254167","-79,171944",43,2020
Sucumbíos,230503,2719,47,"0,084722","-76,882778",43,2020
Tungurahua,590600,4997,85,"-1,241667","-78,619722",43,2020
Zamora Chinchipe,120416,1560,6,"-4,12","-78,8",43,2020
Azuay,881394,10658,256,"-2,897414","-79,004481",44,2020
Bolívar,209933,2111,68,"-1,605556","-79,003056",44,2020
Carchi,186869,3053,76,"0,81218","-77,71633",44,2020
Cañar,281396,2110,27,"-2,733333","-78,833333",44,2020
Chimborazo,524004,2516,54,"-1,674347","-78,648294",44,2020
Cotopaxi,488716,4575,221,"-0,933333","-78,616667",44,2020
El Oro,715751,6477,182,"-3,266667","-79,966667",44,2020
Esmeraldas,591083,4271,112,"1,05","-79,2",44,2020
Galápagos,33042,227,7,"-0,8","-89,4",44,2020
Guayas,4387434,22263,748,"-2,183333","-79,883333",44,2020
Imbabura,476257,4773,157,"0,362678","-78,130667",44,2020
Loja,521154,6227,198,"-3,983333","-79,2",44,2020
Los Ríos,921763,4017,88,"-1,8","-79,533333",44,2020
Manabí,1562079,11284,398,"-1,056181","-80,455217",44,2020
Morona Santiago,196535,3008,83,"-2,3","-78,116667",44,2020
Napo,133705,1440,14,"-0,989","-77,8159",44,2020
Orellana,161338,1956,42,"-0,466667","-76,966667",44,2020
Pastaza,114202,2258,22,"-1,066667","-78,001111",44,2020
Pichincha,3228233,59477,4406,"-0,218611","-78,509722",44,2020
Santa Elena,401178,1738,114,"-2,2267","-80,8583",44,2020
Sto. Domingo Tsáchilas,511151,5293,100,"-0,254167","-79,171944",44,2020
Sucumbíos,230503,2763,44,"0,084722","-76,882778",44,2020
Tungurahua,590600,5119,122,"-1,241667","-78,619722",44,2020
Zamora Chinchipe,120416,1580,20,"-4,12","-78,8",44,2020
Azuay,881394,10883,225,"-2,897414","-79,004481",45,2020
Bolívar,209933,2142,31,"-1,605556","-79,003056",45,2020
Carchi,186869,3116,63,"0,81218","-77,71633",45,2020
Cañar,281396,2184,74,"-2,733333","-78,833333",45,2020
Chimborazo,524004,2586,70,"-1,674347","-78,648294",45,2020
Cotopaxi,488716,4664,89,"-0,933333","-78,616667",45,2020
El Oro,715751,6577,100,"-3,266667","-79,966667",45,2020
Esmeraldas,591083,4412,141,"1,05","-79,2",45,2020
Galápagos,33042,230,3,"-0,8","-89,4",45,2020
Guayas,4387434,22817,554,"-2,183333","-79,883333",45,2020
Imbabura,476257,4887,114,"0,362678","-78,130667",45,2020
Loja,521154,6405,178,"-3,983333","-79,2",45,2020
Los Ríos,921763,4092,75,"-1,8","-79,533333",45,2020
Manabí,1562079,11581,297,"-1,056181","-80,455217",45,2020
Morona Santiago,196535,3070,62,"-2,3","-78,116667",45,2020
Napo,133705,1458,18,"-0,989","-77,8159",45,2020
Orellana,161338,2002,46,"-0,466667","-76,966667",45,2020
Pastaza,114202,2282,24,"-1,066667","-78,001111",45,2020
Pichincha,3228233,61779,2302,"-0,218611","-78,509722",45,2020
Santa Elena,401178,1814,76,"-2,2267","-80,8583",45,2020
Sto. Domingo Tsáchilas,511151,5342,49,"-0,254167","-79,171944",45,2020
Sucumbíos,230503,2805,42,"0,084722","-76,882778",45,2020
Tungurahua,590600,6192,1073,"-1,241667","-78,619722",45,2020
Zamora Chinchipe,120416,1587,7,"-4,12","-78,8",45,2020
Azuay,881394,11098,215,"-2,897414","-79,004481",46,2020
Bolívar,209933,2216,74,"-1,605556","-79,003056",46,2020
Carchi,186869,3158,42,"0,81218","-77,71633",46,2020
Cañar,281396,2222,38,"-2,733333","-78,833333",46,2020
Chimborazo,524004,2655,69,"-1,674347","-78,648294",46,2020
Cotopaxi,488716,4788,124,"-0,933333","-78,616667",46,2020
El Oro,715751,6870,293,"-3,266667","-79,966667",46,2020
Esmeraldas,591083,4518,106,"1,05","-79,2",46,2020
Galápagos,33042,233,3,"-0,8","-89,4",46,2020
Guayas,4387434,23227,410,"-2,183333","-79,883333",46,2020
Imbabura,476257,5077,190,"0,362678","-78,130667",46,2020
Loja,521154,6691,286,"-3,983333","-79,2",46,2020
Los Ríos,921763,4205,113,"-1,8","-79,533333",46,2020
Manabí,1562079,12052,471,"-1,056181","-80,455217",46,2020
Morona Santiago,196535,3143,73,"-2,3","-78,116667",46,2020
Napo,133705,1475,17,"-0,989","-77,8159",46,2020
Orellana,161338,2038,36,"-0,466667","-76,966667",46,2020
Pastaza,114202,2303,21,"-1,066667","-78,001111",46,2020
Pichincha,3228233,64320,2541,"-0,218611","-78,509722",46,2020
Santa Elena,401178,1861,47,"-2,2267","-80,8583",46,2020
Sto. Domingo Tsáchilas,511151,5403,61,"-0,254167","-79,171944",46,2020
Sucumbíos,230503,2832,27,"0,084722","-76,882778",46,2020
Tungurahua,590600,6315,123,"-1,241667","-78,619722",46,2020
Zamora Chinchipe,120416,1595,8,"-4,12","-78,8",46,2020
Azuay,881394,11383,285,"-2,897414","-79,004481",47,2020
Bolívar,209933,2315,99,"-1,605556","-79,003056",47,2020
Carchi,186869,3212,54,"0,81218","-77,71633",47,2020
Cañar,281396,2278,56,"-2,733333","-78,833333",47,2020
Chimborazo,524004,2748,93,"-1,674347","-78,648294",47,2020
Cotopaxi,488716,4963,175,"-0,933333","-78,616667",47,2020
El Oro,715751,7073,203,"-3,266667","-79,966667",47,2020
Esmeraldas,591083,4557,39,"1,05","-79,2",47,2020
Galápagos,33042,375,142,"-0,8","-89,4",47,2020
Guayas,4387434,23656,429,"-2,183333","-79,883333",47,2020
Imbabura,476257,5243,166,"0,362678","-78,130667",47,2020
Loja,521154,6847,156,"-3,983333","-79,2",47,2020
Los Ríos,921763,4272,67,"-1,8","-79,533333",47,2020
Manabí,1562079,12477,425,"-1,056181","-80,455217",47,2020
Morona Santiago,196535,3236,93,"-2,3","-78,116667",47,2020
Napo,133705,1505,30,"-0,989","-77,8159",47,2020
Orellana,161338,2062,24,"-0,466667","-76,966667",47,2020
Pastaza,114202,2322,19,"-1,066667","-78,001111",47,2020
Pichincha,3228233,66827,2507,"-0,218611","-78,509722",47,2020
Santa Elena,401178,1903,42,"-2,2267","-80,8583",47,2020
Sto. Domingo Tsáchilas,511151,5452,49,"-0,254167","-79,171944",47,2020
Sucumbíos,230503,2867,35,"0,084722","-76,882778",47,2020
Tungurahua,590600,6468,153,"-1,241667","-78,619722",47,2020
Zamora Chinchipe,120416,1602,7,"-4,12","-78,8",47,2020
Azuay,881394,11843,460,"-2,897414","-79,004481",48,2020
Bolívar,209933,2380,65,"-1,605556","-79,003056",48,2020
Carchi,186869,3284,72,"0,81218","-77,71633",48,2020
Cañar,281396,2419,141,"-2,733333","-78,833333",48,2020
Chimborazo,524004,2840,92,"-1,674347","-78,648294",48,2020
Cotopaxi,488716,5090,127,"-0,933333","-78,616667",48,2020
El Oro,715751,7362,289,"-3,266667","-79,966667",48,2020
Esmeraldas,591083,4845,288,"1,05","-79,2",48,2020
Galápagos,33042,587,212,"-0,8","-89,4",48,2020
Guayas,4387434,24277,621,"-2,183333","-79,883333",48,2020
Imbabura,476257,5407,164,"0,362678","-78,130667",48,2020
Loja,521154,6962,115,"-3,983333","-79,2",48,2020
Los Ríos,921763,4453,181,"-1,8","-79,533333",48,2020
Manabí,1562079,12823,346,"-1,056181","-80,455217",48,2020
Morona Santiago,196535,3282,46,"-2,3","-78,116667",48,2020
Napo,133705,1534,29,"-0,989","-77,8159",48,2020
Orellana,161338,2064,2,"-0,466667","-76,966667",48,2020
Pastaza,114202,2338,16,"-1,066667","-78,001111",48,2020
