acumuladas,poblacion,provincia,total,semana,anio
91,,Zamora Chinchipe,4,25,2016
1846,,Azuay,67,26,2016
388,,Bolívar,10,26,2016
317,,Carchi,16,26,2016
498,,Cañar,21,26,2016
1102,,Chimborazo,41,26,2016
840,,Cotopaxi,31,26,2016
1328,,El Oro,34,26,2016
721,,Esmeraldas,24,26,2016
19,,Galápagos,1,26,2016
10287,,Guayas,364,26,2016
933,,Imbabura,42,26,2016
1106,,Loja,49,26,2016
1703,,Los Ríos,65,26,2016
3536,,Manabí,99,26,2016
225,,Morona Santiago,10,26,2016
162,,Napo,5,26,2016
183,,Orellana,4,26,2016
2,,Otro,0,26,2016
145,,Pastaza,5,26,2016
6008,,Pichincha,225,26,2016
577,,Santa Elena,16,26,2016
960,,Sto. Domingo Tsáchilas,30,26,2016
290,,Sucumbíos,18,26,2016
1344,,Tungurahua,52,26,2016
95,,Zamora Chinchipe,4,26,2016
1919,,Azuay,73,27,2016
405,,Bolívar,17,27,2016
327,,Carchi,10,27,2016
511,,Cañar,13,27,2016
1143,,Chimborazo,41,27,2016
880,,Cotopaxi,40,27,2016
1380,,El Oro,52,27,2016
750,,Esmeraldas,29,27,2016
20,,Galápagos,1,27,2016
10595,,Guayas,308,27,2016
967,,Imbabura,34,27,2016
1156,,Loja,50,27,2016
1759,,Los Ríos,56,27,2016
3662,,Manabí,126,27,2016
231,,Morona Santiago,6,27,2016
165,,Napo,3,27,2016
188,,Orellana,5,27,2016
3,,Otro,1,27,2016
153,,Pastaza,8,27,2016
6241,,Pichincha,233,27,2016
597,,Santa Elena,20,27,2016
992,,Sto. Domingo Tsáchilas,32,27,2016
300,,Sucumbíos,10,27,2016
1406,,Tungurahua,62,27,2016
96,,Zamora Chinchipe,1,27,2016
2005,,Azuay,86,28,2016
414,,Bolívar,9,28,2016
345,,Carchi,18,28,2016
541,,Cañar,30,28,2016
1200,,Chimborazo,57,28,2016
910,,Cotopaxi,30,28,2016
1435,,El Oro,55,28,2016
779,,Esmeraldas,29,28,2016
22,,Galápagos,2,28,2016
10909,,Guayas,314,28,2016
998,,Imbabura,31,28,2016
1180,,Loja,24,28,2016
1803,,Los Ríos,44,28,2016
3785,,Manabí,123,28,2016
238,,Morona Santiago,7,28,2016
170,,Napo,5,28,2016
194,,Orellana,6,28,2016
3,,Otro,0,28,2016
157,,Pastaza,4,28,2016
6460,,Pichincha,219,28,2016
620,,Santa Elena,23,28,2016
1026,,Sto. Domingo Tsáchilas,34,28,2016
310,,Sucumbíos,10,28,2016
1457,,Tungurahua,51,28,2016
99,,Zamora Chinchipe,3,28,2016
2070,,Azuay,65,29,2016
427,,Bolívar,13,29,2016
359,,Carchi,14,29,2016
563,,Cañar,22,29,2016
1235,,Chimborazo,35,29,2016
946,,Cotopaxi,36,29,2016
1492,,El Oro,57,29,2016
802,,Esmeraldas,23,29,2016
23,,Galápagos,1,29,2016
11271,,Guayas,362,29,2016
1037,,Imbabura,39,29,2016
1225,,Loja,45,29,2016
1873,,Los Ríos,70,29,2016
3903,,Manabí,118,29,2016
248,,Morona Santiago,10,29,2016
176,,Napo,6,29,2016
199,,Orellana,5,29,2016
3,,Otro,0,29,2016
161,,Pastaza,4,29,2016
6654,,Pichincha,194,29,2016
641,,Santa Elena,21,29,2016
1062,,Sto. Domingo Tsáchilas,36,29,2016
323,,Sucumbíos,13,29,2016
1517,,Tungurahua,60,29,2016
103,,Zamora Chinchipe,4,29,2016
2135,,Azuay,65,30,2016
440,,Bolívar,13,30,2016
371,,Carchi,12,30,2016
591,,Cañar,28,30,2016
1278,,Chimborazo,43,30,2016
978,,Cotopaxi,32,30,2016
1539,,El Oro,47,30,2016
823,,Esmeraldas,21,30,2016
24,,Galápagos,1,30,2016
11633,,Guayas,362,30,2016
1058,,Imbabura,21,30,2016
1277,,Loja,52,30,2016
1946,,Los Ríos,73,30,2016
3996,,Manabí,93,30,2016
257,,Morona Santiago,9,30,2016
178,,Napo,2,30,2016
202,,Orellana,3,30,2016
3,,Otro,0,30,2016
164,,Pastaza,3,30,2016
6885,,Pichincha,231,30,2016
671,,Santa Elena,30,30,2016
1097,,Sto. Domingo Tsáchilas,35,30,2016
330,,Sucumbíos,7,30,2016
1566,,Tungurahua,49,30,2016
107,,Zamora Chinchipe,4,30,2016
2204,,Azuay,69,31,2016
447,,Bolívar,7,31,2016
379,,Carchi,8,31,2016
611,,Cañar,20,31,2016
1318,,Chimborazo,40,31,2016
1020,,Cotopaxi,42,31,2016
1577,,El Oro,38,31,2016
854,,Esmeraldas,31,31,2016
25,,Galápagos,1,31,2016
11983,,Guayas,350,31,2016
1092,,Imbabura,34,31,2016
1317,,Loja,40,31,2016
2014,,Los Ríos,68,31,2016
4099,,Manabí,103,31,2016
270,,Morona Santiago,13,31,2016
180,,Napo,2,31,2016
209,,Orellana,7,31,2016
3,,Otro,0,31,2016
171,,Pastaza,7,31,2016
7108,,Pichincha,223,31,2016
698,,Santa Elena,27,31,2016
1127,,Sto. Domingo Tsáchilas,30,31,2016
339,,Sucumbíos,9,31,2016
1626,,Tungurahua,60,31,2016
110,,Zamora Chinchipe,3,31,2016
2271,,Azuay,67,32,2016
463,,Bolívar,16,32,2016
388,,Carchi,9,32,2016
638,,Cañar,27,32,2016
1360,,Chimborazo,42,32,2016
1049,,Cotopaxi,29,32,2016
1631,,El Oro,54,32,2016
881,,Esmeraldas,27,32,2016
27,,Galápagos,2,32,2016
12320,,Guayas,337,32,2016
1133,,Imbabura,41,32,2016
1359,,Loja,42,32,2016
2097,,Los Ríos,83,32,2016
4234,,Manabí,135,32,2016
275,,Morona Santiago,5,32,2016
187,,Napo,7,32,2016
217,,Orellana,8,32,2016
3,,Otro,0,32,2016
179,,Pastaza,8,32,2016
7344,,Pichincha,236,32,2016
716,,Santa Elena,18,32,2016
1163,,Sto. Domingo Tsáchilas,36,32,2016
342,,Sucumbíos,3,32,2016
1690,,Tungurahua,64,32,2016
114,,Zamora Chinchipe,4,32,2016
2346,,Azuay,75,33,2016
484,,Bolívar,21,33,2016
403,,Carchi,15,33,2016
660,,Cañar,22,33,2016
1404,,Chimborazo,44,33,2016
1072,,Cotopaxi,23,33,2016
1675,,El Oro,44,33,2016
910,,Esmeraldas,29,33,2016
29,,Galápagos,2,33,2016
12673,,Guayas,353,33,2016
1174,,Imbabura,41,33,2016
1400,,Loja,41,33,2016
2155,,Los Ríos,58,33,2016
4343,,Manabí,109,33,2016
283,,Morona Santiago,8,33,2016
193,,Napo,6,33,2016
221,,Orellana,4,33,2016
3,,Otro,0,33,2016
184,,Pastaza,5,33,2016
7555,,Pichincha,211,33,2016
738,,Santa Elena,22,33,2016
1187,,Sto. Domingo Tsáchilas,24,33,2016
348,,Sucumbíos,6,33,2016
1754,,Tungurahua,64,33,2016
117,,Zamora Chinchipe,3,33,2016
2416,,Azuay,70,34,2016
498,,Bolívar,14,34,2016
412,,Carchi,9,34,2016
677,,Cañar,17,34,2016
1448,,Chimborazo,44,34,2016
1105,,Cotopaxi,33,34,2016
1722,,El Oro,47,34,2016
940,,Esmeraldas,30,34,2016
30,,Galápagos,1,34,2016
13006,,Guayas,333,34,2016
1210,,Imbabura,36,34,2016
1439,,Loja,39,34,2016
2226,,Los Ríos,71,34,2016
4463,,Manabí,120,34,2016
288,,Morona Santiago,5,34,2016
201,,Napo,8,34,2016
230,,Orellana,9,34,2016
3,,Otro,0,34,2016
189,,Pastaza,5,34,2016
7767,,Pichincha,212,34,2016
764,,Santa Elena,26,34,2016
1225,,Sto. Domingo Tsáchilas,38,34,2016
363,,Sucumbíos,15,34,2016
1818,,Tungurahua,64,34,2016
125,,Zamora Chinchipe,8,34,2016
2502,,Azuay,86,35,2016
514,,Bolívar,16,35,2016
434,,Carchi,22,35,2016
698,,Cañar,21,35,2016
1497,,Chimborazo,49,35,2016
1136,,Cotopaxi,31,35,2016
1782,,El Oro,60,35,2016
967,,Esmeraldas,27,35,2016
31,,Galápagos,1,35,2016
13395,,Guayas,389,35,2016
1246,,Imbabura,36,35,2016
1489,,Loja,50,35,2016
2275,,Los Ríos,49,35,2016
4574,,Manabí,111,35,2016
295,,Morona Santiago,7,35,2016
208,,Napo,7,35,2016
239,,Orellana,9,35,2016
3,,Otro,0,35,2016
195,,Pastaza,6,35,2016
7993,,Pichincha,226,35,2016
787,,Santa Elena,23,35,2016
1263,,Sto. Domingo Tsáchilas,38,35,2016
375,,Sucumbíos,12,35,2016
1867,,Tungurahua,49,35,2016
129,,Zamora Chinchipe,4,35,2016
2577,,Azuay,75,36,2016
530,,Bolívar,16,36,2016
443,,Carchi,9,36,2016
716,,Cañar,18,36,2016
1535,,Chimborazo,38,36,2016
1168,,Cotopaxi,32,36,2016
1831,,El Oro,49,36,2016
987,,Esmeraldas,20,36,2016
33,,Galápagos,2,36,2016
13754,,Guayas,359,36,2016
1276,,Imbabura,30,36,2016
1530,,Loja,41,36,2016
2339,,Los Ríos,64,36,2016
4685,,Manabí,111,36,2016
300,,Morona Santiago,5,36,2016
212,,Napo,4,36,2016
247,,Orellana,8,36,2016
3,,Otro,0,36,2016
198,,Pastaza,3,36,2016
8196,,Pichincha,203,36,2016
825,,Santa Elena,38,36,2016
1296,,Sto. Domingo Tsáchilas,33,36,2016
382,,Sucumbíos,7,36,2016
1905,,Tungurahua,38,36,2016
133,,Zamora Chinchipe,4,36,2016
2662,,Azuay,85,37,2016
548,,Bolívar,18,37,2016
454,,Carchi,11,37,2016
737,,Cañar,21,37,2016
1570,,Chimborazo,35,37,2016
1199,,Cotopaxi,31,37,2016
1881,,El Oro,50,37,2016
1010,,Esmeraldas,23,37,2016
35,,Galápagos,2,37,2016
14147,,Guayas,393,37,2016
1297,,Imbabura,21,37,2016
1577,,Loja,47,37,2016
2377,,Los Ríos,38,37,2016
4791,,Manabí,106,37,2016
303,,Morona Santiago,3,37,2016
219,,Napo,7,37,2016
251,,Orellana,4,37,2016
3,,Otro,0,37,2016
206,,Pastaza,8,37,2016
8402,,Pichincha,206,37,2016
850,,Santa Elena,25,37,2016
1342,,Sto. Domingo Tsáchilas,46,37,2016
388,,Sucumbíos,6,37,2016
1948,,Tungurahua,43,37,2016
137,,Zamora Chinchipe,4,37,2016
2720,,Azuay,58,38,2016
562,,Bolívar,14,38,2016
466,,Carchi,12,38,2016
757,,Cañar,20,38,2016
1626,,Chimborazo,56,38,2016
1237,,Cotopaxi,38,38,2016
1932,,El Oro,51,38,2016
1043,,Esmeraldas,33,38,2016
35,,Galápagos,0,38,2016
14498,,Guayas,351,38,2016
1329,,Imbabura,32,38,2016
1612,,Loja,35,38,2016
2449,,Los Ríos,72,38,2016
4915,,Manabí,124,38,2016
311,,Morona Santiago,8,38,2016
221,,Napo,2,38,2016
258,,Orellana,7,38,2016
3,,Otro,0,38,2016
213,,Pastaza,7,38,2016
8621,,Pichincha,219,38,2016
873,,Santa Elena,23,38,2016
1375,,Sto. Domingo Tsáchilas,33,38,2016
398,,Sucumbíos,10,38,2016
2005,,Tungurahua,57,38,2016
144,,Zamora Chinchipe,7,38,2016
2785,,Azuay,65,39,2016
574,,Bolívar,12,39,2016
478,,Carchi,12,39,2016
779,,Cañar,22,39,2016
1668,,Chimborazo,42,39,2016
1265,,Cotopaxi,28,39,2016
1973,,El Oro,41,39,2016
1071,,Esmeraldas,28,39,2016
36,,Galápagos,1,39,2016
14861,,Guayas,363,39,2016
1369,,Imbabura,40,39,2016
1656,,Loja,44,39,2016
2517,,Los Ríos,68,39,2016
5033,,Manabí,118,39,2016
320,,Morona Santiago,9,39,2016
224,,Napo,3,39,2016
263,,Orellana,5,39,2016
3,,Otro,0,39,2016
225,,Pastaza,12,39,2016
8838,,Pichincha,217,39,2016
893,,Santa Elena,20,39,2016
1406,,Sto. Domingo Tsáchilas,31,39,2016
406,,Sucumbíos,8,39,2016
2057,,Tungurahua,52,39,2016
147,,Zamora Chinchipe,3,39,2016
2862,,Azuay,77,40,2016
586,,Bolívar,12,40,2016
494,,Carchi,16,40,2016
797,,Cañar,18,40,2016
1704,,Chimborazo,36,40,2016
1297,,Cotopaxi,32,40,2016
2024,,El Oro,51,40,2016
1098,,Esmeraldas,27,40,2016
38,,Galápagos,2,40,2016
15216,,Guayas,355,40,2016
1399,,Imbabura,30,40,2016
1711,,Loja,55,40,2016
2584,,Los Ríos,67,40,2016
5177,,Manabí,144,40,2016
336,,Morona Santiago,16,40,2016
232,,Napo,8,40,2016
268,,Orellana,5,40,2016
3,,Otro,0,40,2016
234,,Pastaza,9,40,2016
9072,,Pichincha,234,40,2016
908,,Santa Elena,15,40,2016
1437,,Sto. Domingo Tsáchilas,31,40,2016
413,,Sucumbíos,7,40,2016
2106,,Tungurahua,49,40,2016
152,,Zamora Chinchipe,5,40,2016
2949,,Azuay,87,41,2016
602,,Bolívar,16,41,2016
503,,Carchi,9,41,2016
829,,Cañar,32,41,2016
1747,,Chimborazo,43,41,2016
1322,,Cotopaxi,25,41,2016
2075,,El Oro,51,41,2016
1118,,Esmeraldas,20,41,2016
39,,Galápagos,1,41,2016
15602,,Guayas,386,41,2016
1421,,Imbabura,22,41,2016
1750,,Loja,39,41,2016
2650,,Los Ríos,66,41,2016
5313,,Manabí,136,41,2016
347,,Morona Santiago,11,41,2016
239,,Napo,7,41,2016
271,,Orellana,3,41,2016
3,,Otro,0,41,2016
238,,Pastaza,4,41,2016
9293,,Pichincha,221,41,2016
931,,Santa Elena,23,41,2016
1463,,Sto. Domingo Tsáchilas,26,41,2016
416,,Sucumbíos,3,41,2016
2160,,Tungurahua,54,41,2016
158,,Zamora Chinchipe,6,41,2016
3021,,Azuay,72,42,2016
623,,Bolívar,21,42,2016
513,,Carchi,10,42,2016
846,,Cañar,17,42,2016
1791,,Chimborazo,44,42,2016
1354,,Cotopaxi,32,42,2016
2128,,El Oro,53,42,2016
1144,,Esmeraldas,26,42,2016
41,,Galápagos,2,42,2016
15975,,Guayas,373,42,2016
1447,,Imbabura,26,42,2016
1786,,Loja,36,42,2016
2708,,Los Ríos,58,42,2016
5415,,Manabí,102,42,2016
353,,Morona Santiago,6,42,2016
241,,Napo,2,42,2016
273,,Orellana,2,42,2016
3,,Otro,0,42,2016
243,,Pastaza,5,42,2016
9501,,Pichincha,208,42,2016
952,,Santa Elena,21,42,2016
1509,,Sto. Domingo Tsáchilas,46,42,2016
426,,Sucumbíos,10,42,2016
2196,,Tungurahua,36,42,2016
160,,Zamora Chinchipe,2,42,2016
3080,,Azuay,59,43,2016
641,,Bolívar,18,43,2016
529,,Carchi,16,43,2016
868,,Cañar,22,43,2016
1839,,Chimborazo,48,43,2016
1391,,Cotopaxi,37,43,2016
2176,,El Oro,48,43,2016
1171,,Esmeraldas,27,43,2016
44,,Galápagos,3,43,2016
16334,,Guayas,359,43,2016
1486,,Imbabura,39,43,2016
1829,,Loja,43,43,2016
2770,,Los Ríos,62,43,2016
5512,,Manabí,97,43,2016
366,,Morona Santiago,13,43,2016
248,,Napo,7,43,2016
279,,Orellana,6,43,2016
3,,Otro,0,43,2016
247,,Pastaza,4,43,2016
9721,,Pichincha,220,43,2016
970,,Santa Elena,18,43,2016
1549,,Sto. Domingo Tsáchilas,40,43,2016
436,,Sucumbíos,10,43,2016
2249,,Tungurahua,53,43,2016
165,,Zamora Chinchipe,5,43,2016
3146,,Azuay,66,44,2016
657,,Bolívar,16,44,2016
538,,Carchi,9,44,2016
887,,Cañar,19,44,2016
1880,,Chimborazo,41,44,2016
1435,,Cotopaxi,44,44,2016
2223,,El Oro,47,44,2016
1196,,Esmeraldas,25,44,2016
44,,Galápagos,0,44,2016
16715,,Guayas,381,44,2016
1518,,Imbabura,32,44,2016
1868,,Loja,39,44,2016
2829,,Los Ríos,59,44,2016
5631,,Manabí,119,44,2016
374,,Morona Santiago,8,44,2016
256,,Napo,8,44,2016
285,,Orellana,6,44,2016
3,,Otro,0,44,2016
250,,Pastaza,3,44,2016
9935,,Pichincha,214,44,2016
993,,Santa Elena,23,44,2016
1582,,Sto. Domingo Tsáchilas,33,44,2016
450,,Sucumbíos,14,44,2016
2294,,Tungurahua,45,44,2016
171,,Zamora Chinchipe,6,44,2016
3225,,Azuay,79,45,2016
681,,Bolívar,24,45,2016
549,,Carchi,11,45,2016
898,,Cañar,11,45,2016
1934,,Chimborazo,54,45,2016
1465,,Cotopaxi,30,45,2016
2282,,El Oro,59,45,2016
1220,,Esmeraldas,24,45,2016
44,,Galápagos,0,45,2016
17130,,Guayas,415,45,2016
1558,,Imbabura,40,45,2016
1909,,Loja,41,45,2016
2896,,Los Ríos,67,45,2016
5758,,Manabí,127,45,2016
388,,Morona Santiago,14,45,2016
266,,Napo,10,45,2016
290,,Orellana,5,45,2016
3,,Otro,0,45,2016
257,,Pastaza,7,45,2016
10168,,Pichincha,233,45,2016
1018,,Santa Elena,25,45,2016
1611,,Sto. Domingo Tsáchilas,29,45,2016
460,,Sucumbíos,10,45,2016
2351,,Tungurahua,57,45,2016
176,,Zamora Chinchipe,5,45,2016
3298,,Azuay,73,46,2016
694,,Bolívar,13,46,2016
562,,Carchi,13,46,2016
916,,Cañar,18,46,2016
1986,,Chimborazo,52,46,2016
1495,,Cotopaxi,30,46,2016
2329,,El Oro,47,46,2016
1253,,Esmeraldas,33,46,2016
46,,Galápagos,2,46,2016
17493,,Guayas,363,46,2016
1591,,Imbabura,33,46,2016
1936,,Loja,27,46,2016
2964,,Los Ríos,68,46,2016
5872,,Manabí,114,46,2016
395,,Morona Santiago,7,46,2016
270,,Napo,4,46,2016
297,,Orellana,7,46,2016
3,,Otro,0,46,2016
259,,Pastaza,2,46,2016
10412,,Pichincha,244,46,2016
1040,,Santa Elena,22,46,2016
1646,,Sto. Domingo Tsáchilas,35,46,2016
473,,Sucumbíos,13,46,2016
2405,,Tungurahua,54,46,2016
179,,Zamora Chinchipe,3,46,2016
3366,,Azuay,68,47,2016
707,,Bolívar,13,47,2016
576,,Carchi,14,47,2016
930,,Cañar,14,47,2016
2025,,Chimborazo,39,47,2016
1514,,Cotopaxi,19,47,2016
2367,,El Oro,38,47,2016
1283,,Esmeraldas,30,47,2016
47,,Galápagos,1,47,2016
17860,,Guayas,367,47,2016
1629,,Imbabura,38,47,2016
1977,,Loja,41,47,2016
3035,,Los Ríos,71,47,2016
5980,,Manabí,108,47,2016
404,,Morona Santiago,9,47,2016
277,,Napo,7,47,2016
302,,Orellana,5,47,2016
3,,Otro,0,47,2016
265,,Pastaza,6,47,2016
10626,,Pichincha,214,47,2016
1066,,Santa Elena,26,47,2016
1690,,Sto. Domingo Tsáchilas,44,47,2016
481,,Sucumbíos,8,47,2016
2444,,Tungurahua,39,47,2016
180,,Zamora Chinchipe,1,47,2016
3422,,Azuay,56,48,2016
717,,Bolívar,10,48,2016
588,,Carchi,12,48,2016
947,,Cañar,17,48,2016
2061,,Chimborazo,36,48,2016
1544,,Cotopaxi,30,48,2016
2421,,El Oro,54,48,2016
1313,,Esmeraldas,30,48,2016
48,,Galápagos,1,48,2016
18227,,Guayas,367,48,2016
1668,,Imbabura,39,48,2016
2017,,Loja,40,48,2016
3100,,Los Ríos,65,48,2016
6086,,Manabí,106,48,2016
412,,Morona Santiago,8,48,2016
279,,Napo,2,48,2016
307,,Orellana,5,48,2016
3,,Otro,0,48,2016
272,,Pastaza,7,48,2016
10832,,Pichincha,206,48,2016
1085,,Santa Elena,19,48,2016
1729,,Sto. Domingo Tsáchilas,39,48,2016
489,,Sucumbíos,8,48,2016
2490,,Tungurahua,46,48,2016
186,,Zamora Chinchipe,6,48,2016
3490,,Azuay,68,49,2016
731,,Bolívar,14,49,2016
601,,Carchi,13,49,2016
959,,Cañar,12,49,2016
2096,,Chimborazo,35,49,2016
1574,,Cotopaxi,30,49,2016
2467,,El Oro,46,49,2016
1337,,Esmeraldas,24,49,2016
48,,Galápagos,0,49,2016
18619,,Guayas,392,49,2016
1705,,Imbabura,37,49,2016
2054,,Loja,37,49,2016
3157,,Los Ríos,57,49,2016
6200,,Manabí,114,49,2016
423,,Morona Santiago,11,49,2016
289,,Napo,10,49,2016
314,,Orellana,7,49,2016
3,,Otro,0,49,2016
277,,Pastaza,5,49,2016
11070,,Pichincha,238,49,2016
1105,,Santa Elena,20,49,2016
1775,,Sto. Domingo Tsáchilas,46,49,2016
494,,Sucumbíos,5,49,2016
2525,,Tungurahua,35,49,2016
190,,Zamora Chinchipe,4,49,2016
3562,,Azuay,72,50,2016
743,,Bolívar,12,50,2016
608,,Carchi,7,50,2016
976,,Cañar,17,50,2016
2140,,Chimborazo,44,50,2016
1607,,Cotopaxi,33,50,2016
2519,,El Oro,52,50,2016
1358,,Esmeraldas,21,50,2016
48,,Galápagos,0,50,2016
18979,,Guayas,360,50,2016
1741,,Imbabura,36,50,2016
2090,,Loja,36,50,2016
3214,,Los Ríos,57,50,2016
6313,,Manabí,113,50,2016
426,,Morona Santiago,3,50,2016
294,,Napo,5,50,2016
316,,Orellana,2,50,2016
3,,Otro,0,50,2016
282,,Pastaza,5,50,2016
11293,,Pichincha,223,50,2016
1126,,Santa Elena,21,50,2016
1810,,Sto. Domingo Tsáchilas,35,50,2016
507,,Sucumbíos,13,50,2016
2569,,Tungurahua,44,50,2016
196,,Zamora Chinchipe,6,50,2016
3629,,Azuay,67,51,2016
758,,Bolívar,15,51,2016
620,,Carchi,12,51,2016
992,,Cañar,16,51,2016
2179,,Chimborazo,39,51,2016
1643,,Cotopaxi,36,51,2016
2585,,El Oro,66,51,2016
1372,,Esmeraldas,14,51,2016
49,,Galápagos,1,51,2016
19390,,Guayas,411,51,2016
1773,,Imbabura,32,51,2016
2116,,Loja,26,51,2016
3294,,Los Ríos,80,51,2016
6419,,Manabí,106,51,2016
431,,Morona Santiago,5,51,2016
304,,Napo,10,51,2016
322,,Orellana,6,51,2016
3,,Otro,0,51,2016
285,,Pastaza,3,51,2016
11535,,Pichincha,242,51,2016
1146,,Santa Elena,20,51,2016
1837,,Sto. Domingo Tsáchilas,27,51,2016
517,,Sucumbíos,10,51,2016
2610,,Tungurahua,41,51,2016
201,,Zamora Chinchipe,5,51,2016
3670,,Azuay,41,52,2016
776,,Bolívar,18,52,2016
633,,Carchi,13,52,2016
1003,,Cañar,11,52,2016
2217,,Chimborazo,38,52,2016
1667,,Cotopaxi,24,52,2016
2620,,El Oro,35,52,2016
1387,,Esmeraldas,15,52,2016
50,,Galápagos,1,52,2016
19754,,Guayas,364,52,2016
1808,,Imbabura,35,52,2016
2139,,Loja,23,52,2016
3340,,Los Ríos,46,52,2016
6504,,Manabí,85,52,2016
435,,Morona Santiago,4,52,2016
308,,Napo,4,52,2016
329,,Orellana,7,52,2016
3,,Otro,0,52,2016
286,,Pastaza,1,52,2016
11760,,Pichincha,225,52,2016
1165,,Santa Elena,19,52,2016
1860,,Sto. Domingo Tsáchilas,23,52,2016
528,,Sucumbíos,11,52,2016
2645,,Tungurahua,35,52,2016
202,,Zamora Chinchipe,1,52,2016
36,,Azuay,36,1,2015
9,,Bolívar,9,1,2015
9,,Carchi,9,1,2015
15,,Cañar,15,1,2015
18,,Chimborazo,18,1,2015
24,,Cotopaxi,24,1,2015
34,,El Oro,34,1,2015
22,,Esmeraldas,22,1,2015
0,,Galápagos,0,1,2015
232,,Guayas,232,1,2015
27,,Imbabura,27,1,2015
27,,Loja,27,1,2015
39,,Los Ríos,39,1,2015
58,,Manabí,58,1,2015
8,,Morona Santiago,8,1,2015
0,,Napo,0,1,2015
9,,Orellana,9,1,2015
0,,Otro,0,1,2015
4,,Pastaza,4,1,2015
142,,Pichincha,142,1,2015
16,,Santa Elena,16,1,2015
23,,Sto. Domingo Tsáchilas,23,1,2015
5,,Sucumbíos,5,1,2015
28,,Tungurahua,28,1,2015
5,,Zamora Chinchipe,5,1,2015
105,,Azuay,69,2,2015
23,,Bolívar,14,2,2015
26,,Carchi,17,2,2015
31,,Cañar,16,2,2015
51,,Chimborazo,33,2,2015
68,,Cotopaxi,44,2,2015
83,,El Oro,49,2,2015
50,,Esmeraldas,28,2,2015
0,,Galápagos,0,2,2015
552,,Guayas,320,2,2015
70,,Imbabura,43,2,2015
64,,Loja,37,2,2015
97,,Los Ríos,58,2,2015
160,,Manabí,102,2,2015
10,,Morona Santiago,2,2,2015
8,,Napo,8,2,2015
14,,Orellana,5,2,2015
0,,Otro,0,2,2015
10,,Pastaza,6,2,2015
396,,Pichincha,254,2,2015
41,,Santa Elena,25,2,2015
56,,Sto. Domingo Tsáchilas,33,2,2015
17,,Sucumbíos,12,2,2015
77,,Tungurahua,49,2,2015
10,,Zamora Chinchipe,5,2,2015
192,,Azuay,87,3,2015
36,,Bolívar,13,3,2015
37,,Carchi,11,3,2015
52,,Cañar,21,3,2015
88,,Chimborazo,37,3,2015
115,,Cotopaxi,47,3,2015
137,,El Oro,54,3,2015
82,,Esmeraldas,32,3,2015
0,,Galápagos,0,3,2015
914,,Guayas,362,3,2015
103,,Imbabura,33,3,2015
123,,Loja,59,3,2015
162,,Los Ríos,65,3,2015
278,,Manabí,118,3,2015
16,,Morona Santiago,6,3,2015
19,,Napo,11,3,2015
17,,Orellana,3,3,2015
0,,Otro,0,3,2015
16,,Pastaza,6,3,2015
611,,Pichincha,215,3,2015
61,,Santa Elena,20,3,2015
83,,Sto. Domingo Tsáchilas,27,3,2015
27,,Sucumbíos,10,3,2015
131,,Tungurahua,54,3,2015
14,,Zamora Chinchipe,4,3,2015
259,,Azuay,67,4,2015
45,,Bolívar,9,4,2015
54,,Carchi,17,4,2015
73,,Cañar,21,4,2015
123,,Chimborazo,35,4,2015
146,,Cotopaxi,31,4,2015
190,,El Oro,53,4,2015
108,,Esmeraldas,26,4,2015
0,,Galápagos,0,4,2015
1260,,Guayas,346,4,2015
135,,Imbabura,32,4,2015
174,,Loja,51,4,2015
229,,Los Ríos,67,4,2015
387,,Manabí,109,4,2015
26,,Morona Santiago,10,4,2015
23,,Napo,4,4,2015
26,,Orellana,9,4,2015
0,,Otro,0,4,2015
18,,Pastaza,2,4,2015
776,,Pichincha,165,4,2015
88,,Santa Elena,27,4,2015
114,,Sto. Domingo Tsáchilas,31,4,2015
34,,Sucumbíos,7,4,2015
176,,Tungurahua,45,4,2015
21,,Zamora Chinchipe,7,4,2015
331,,Azuay,72,5,2015
62,,Bolívar,17,5,2015
65,,Carchi,11,5,2015
89,,Cañar,16,5,2015
162,,Chimborazo,39,5,2015
169,,Cotopaxi,23,5,2015
225,,El Oro,35,5,2015
134,,Esmeraldas,26,5,2015
1,,Galápagos,1,5,2015
1604,,Guayas,344,5,2015
169,,Imbabura,34,5,2015
234,,Loja,60,5,2015
287,,Los Ríos,58,5,2015
491,,Manabí,104,5,2015
33,,Morona Santiago,7,5,2015
27,,Napo,4,5,2015
33,,Orellana,7,5,2015
1,,Otro,1,5,2015
22,,Pastaza,4,5,2015
995,,Pichincha,219,5,2015
109,,Santa Elena,21,5,2015
143,,Sto. Domingo Tsáchilas,29,5,2015
43,,Sucumbíos,9,5,2015
214,,Tungurahua,38,5,2015
22,,Zamora Chinchipe,1,5,2015
418,,Azuay,87,6,2015
79,,Bolívar,17,6,2015
76,,Carchi,11,6,2015
102,,Cañar,13,6,2015
198,,Chimborazo,36,6,2015
189,,Cotopaxi,20,6,2015
280,,El Oro,55,6,2015
161,,Esmeraldas,27,6,2015
2,,Galápagos,1,6,2015
1964,,Guayas,360,6,2015
204,,Imbabura,35,6,2015
275,,Loja,41,6,2015
340,,Los Ríos,53,6,2015
593,,Manabí,102,6,2015
42,,Morona Santiago,9,6,2015
34,,Napo,7,6,2015
39,,Orellana,6,6,2015
1,,Otro,0,6,2015
27,,Pastaza,5,6,2015
1197,,Pichincha,202,6,2015
126,,Santa Elena,17,6,2015
171,,Sto. Domingo Tsáchilas,28,6,2015
