acumuladas,poblacion,provincia,total,semana,anio
396,209933,Bolívar,27,20,2020
267,186869,Carchi,23,20,2020
533,281396,Cañar,24,20,2020
1191,524004,Chimborazo,72,20,2020
761,488716,Cotopaxi,40,20,2020
2055,715751,El Oro,183,20,2020
841,591083,Esmeraldas,76,20,2020
16,33042,Galápagos,1,20,2020
23597,4387434,Guayas,573,20,2020
774,476257,Imbabura,48,20,2020
913,521154,Loja,49,20,2020
2308,921763,Los Ríos,160,20,2020
4584,1562079,Manabí,328,20,2020
196,196535,Morona Santiago,9,20,2020
160,133705,Napo,23,20,2020
165,161338,Orellana,12,20,2020
136,114202,Pastaza,5,20,2020
5664,3228233,Pichincha,342,20,2020
1865,401178,Santa Elena,72,20,2020
998,511151,Sto. Domingo Tsáchilas,59,20,2020
265,230503,Sucumbíos,19,20,2020
1212,590600,Tungurahua,78,20,2020
113,120416,Zamora Chinchipe,4,20,2020
1702,881394,Azuay,81,21,2020
418,209933,Bolívar,22,21,2020
283,186869,Carchi,16,21,2020
553,281396,Cañar,20,21,2020
1254,524004,Chimborazo,63,21,2020
808,488716,Cotopaxi,47,21,2020
2189,715751,El Oro,134,21,2020
918,591083,Esmeraldas,77,21,2020
16,33042,Galápagos,0,21,2020
24096,4387434,Guayas,499,21,2020
824,476257,Imbabura,50,21,2020
966,521154,Loja,53,21,2020
2436,921763,Los Ríos,128,21,2020
4837,1562079,Manabí,253,21,2020
206,196535,Morona Santiago,10,21,2020
173,133705,Napo,13,21,2020
171,161338,Orellana,6,21,2020
139,114202,Pastaza,3,21,2020
6043,3228233,Pichincha,379,21,2020
1943,401178,Santa Elena,78,21,2020
1074,511151,Sto. Domingo Tsáchilas,76,21,2020
283,230503,Sucumbíos,18,21,2020
1317,590600,Tungurahua,105,21,2020
121,120416,Zamora Chinchipe,8,21,2020
1798,881394,Azuay,96,22,2020
442,209933,Bolívar,24,22,2020
299,186869,Carchi,16,22,2020
575,281396,Cañar,22,22,2020
1325,524004,Chimborazo,71,22,2020
857,488716,Cotopaxi,49,22,2020
2332,715751,El Oro,143,22,2020
1001,591083,Esmeraldas,83,22,2020
16,33042,Galápagos,0,22,2020
24586,4387434,Guayas,490,22,2020
858,476257,Imbabura,34,22,2020
1016,521154,Loja,50,22,2020
2546,921763,Los Ríos,110,22,2020
5058,1562079,Manabí,221,22,2020
229,196535,Morona Santiago,23,22,2020
191,133705,Napo,18,22,2020
183,161338,Orellana,12,22,2020
145,114202,Pastaza,6,22,2020
