zona,region,provincia,poblacion,semana,mes,anio,primera_dosis,dosis_refuerzo,dosis_total,dosis_unica,segunda_dosis
3,sierra,Bolívar,209933,14,4,2021,23790,0,27723,0,3933
7,sierra,Loja,521154,50,12,2021,2979592,232792,5920196,30718,2677094
2,amazonia,Sucumbíos,230503,10,3,2021,4304,0,4622,0,318
7,costa,El Oro,715751,8,2,2021,3290,0,3290,0,0
4,costa,Manabí,1562079,4,1,2021,3,0,3,0,0
2,amazonia,Orellana,161338,46,11,2021,790238,2209,1390833,24359,574027
6,sierra,Azuay,881394,23,6,2021,740893,0,1072617,0,331724
5,costa,Santa Elena,401178,3,1,2022,2129759,176760,4114293,69447,1738327
4,costa,Sto. Domingo Tsáchilas,511151,13,3,2021,36832,0,43309,0,6477
6,sierra,Cañar,281396,12,3,2021,30727,0,32525,0,1798
8,costa,Guayas,4387434,28,7,2021,5871653,0,8372572,0,2500919
1,sierra,Imbabura,476257,28,7,2021,898247,0,1251613,0,353366
6,sierra,Azuay,881394,12,3,2021,128113,0,143082,0,14969
4,costa,Manabí,1562079,9,2,2021,37297,0,40722,0,3425
5,insular,Galápagos,33042,1,1,2022,29823,11823,70175,0,28529
3,sierra,Cotopaxi,488716,50,12,2021,2676118,133473,5139500,180792,2149117
8,costa,Guayas,4387434,4,1,2021,3981,0,3981,0,0
1,sierra,Carchi,186869,35,8,2021,1067193,0,1713201,3290,642718
2,amazonia,Napo,133705,33,8,2021,598472,0,800883,0,202411
1,costa,Esmeraldas,591083,19,5,2021,304592,0,347290,0,42698
3,sierra,Bolívar,209933,46,11,2021,1020871,10868,1842010,43282,766989
7,amazonia,Zamora Chinchipe,120416,22,5,2021,104665,0,136586,0,31921
4,costa,Manabí,1562079,6,2,2021,5930,0,5930,0,0
5,costa,Santa Elena,401178,50,12,2021,2003132,80488,3640130,56616,1499894
7,costa,El Oro,715751,33,8,2021,3447650,0,4806102,0,1358452
3,sierra,Cotopaxi,488716,23,5,2021,113094,0,149893,0,36799
2,amazonia,Orellana,161338,23,6,2021,86896,0,114768,0,27872
3,sierra,Chimborazo,524004,31,7,2021,1874020,0,2376082,0,502062
4,costa,Sto. Domingo Tsáchilas,511151,49,12,2021,1408680,30359,2645364,108405,1097920
1,sierra,Imbabura,476257,11,3,2021,27500,0,29545,0,2045
5,costa,Santa Elena,401178,35,8,2021,1459290,0,2565720,10162,1096268
7,costa,El Oro,715751,48,11,2021,4068786,107431,7656951,89975,3390759
3,sierra,Bolívar,209933,11,3,2021,14466,0,15241,0,775
7,amazonia,Zamora Chinchipe,120416,14,4,2021,6879,0,9607,0,2728
5,insular,Galápagos,33042,49,12,2021,118323,8558,239246,0,112365
3,sierra,Chimborazo,524004,22,5,2021,510282,0,672686,0,162404
5,costa,Santa Elena,401178,25,6,2021,296941,0,438648,0,141707
3,sierra,Cotopaxi,488716,49,12,2021,1522804,61566,2881417,101230,1195817
4,costa,Manabí,1562079,12,3,2021,105355,0,123906,0,18551
6,sierra,Azuay,881394,9,2,2021,28205,0,32727,0,4522
6,amazonia,Morona Santiago,196535,3,1,2022,800402,92288,1633521,83044,657787
3,sierra,Chimborazo,524004,32,8,2021,2170314,0,2806895,0,636581
2,amazonia,Sucumbíos,230503,10,2,2021,586,0,639,0,53
9,sierra,Pichincha,3228233,41,10,2021,16317789,0,31384385,354005,14712591
2,amazonia,Napo,133705,11,3,2021,16272,0,16741,0,469
2,amazonia,Orellana,161338,28,7,2021,203643,0,261639,0,57996
2,amazonia,Napo,133705,12,3,2021,21861,0,23079,0,1218
1,sierra,Imbabura,476257,30,7,2021,1660048,0,2084370,0,424322
7,amazonia,Zamora Chinchipe,120416,19,5,2021,81503,0,95188,0,13685
6,sierra,Cañar,281396,51,12,2021,1321968,100417,2608698,58060,1128253
3,sierra,Chimborazo,524004,49,11,2021,1155034,53784,2132413,36859,886736
1,sierra,Carchi,186869,1,1,2022,174201,14978,345881,7400,149302
2,amazonia,Pastaza,114202,38,9,2021,377054,0,716089,18816,320219
2,amazonia,Pastaza,114202,18,4,2021,33927,0,42055,0,8128
1,sierra,Carchi,186869,33,8,2021,1067026,0,1436976,0,369950
2,amazonia,Pastaza,114202,27,6,2021,68019,0,96654,0,28635
7,sierra,Loja,521154,27,6,2021,555144,0,825093,0,269949
4,costa,Manabí,1562079,16,4,2021,338024,0,396934,0,58910
6,sierra,Azuay,881394,30,7,2021,3386240,0,4371437,0,985197
4,costa,Sto. Domingo Tsáchilas,511151,46,11,2021,2239425,18329,4117339,185632,1673953
4,costa,Manabí,1562079,2,1,2022,9077677,568995,18031047,361436,8022939
4,costa,Sto. Domingo Tsáchilas,511151,29,7,2021,924453,0,1170898,0,246445
5,costa,Los Ríos,921763,33,8,2021,3236869,0,4584933,0,1348064
4,costa,Sto. Domingo Tsáchilas,511151,12,3,2021,26803,0,32011,0,5208
3,sierra,Tungurahua,590600,20,5,2021,357392,0,425849,0,68457
3,sierra,Bolívar,209933,36,8,2021,358493,0,666922,10595,297834
6,sierra,Cañar,281396,42,10,2021,1040231,0,1926405,50531,835643
1,sierra,Imbabura,476257,46,11,2021,2535983,36295,4707621,82029,2053314
1,sierra,Imbabura,476257,42,10,2021,2249740,0,4327623,75147,2002736
7,sierra,Loja,521154,10,2,2021,1541,0,1690,0,149
2,amazonia,Pastaza,114202,23,6,2021,61197,0,77674,0,16477
1,costa,Esmeraldas,591083,45,11,2021,2281014,2788,4092424,125520,1683102
8,costa,Guayas,4387434,23,5,2021,788869,0,1096544,0,307675
6,sierra,Azuay,881394,10,3,2021,44803,0,48683,0,3880
3,sierra,Bolívar,209933,49,11,2021,483900,14527,876315,19320,358568
5,costa,Santa Elena,401178,18,4,2021,76346,0,91442,0,15096
4,costa,Sto. Domingo Tsáchilas,511151,33,8,2021,1772139,0,2344011,0,571872
1,sierra,Imbabura,476257,18,4,2021,237797,0,276244,0,38447
1,sierra,Imbabura,476257,37,9,2021,2141211,0,4117223,50194,1925818
1,sierra,Carchi,186869,51,12,2021,1211645,80654,2344781,47397,1005085
5,costa,Los Ríos,921763,25,6,2021,730857,0,1020523,0,289666
5,costa,Los Ríos,921763,16,4,2021,149604,0,186290,0,36686
3,sierra,Chimborazo,524004,27,7,2021,353764,0,506228,0,152464
2,amazonia,Orellana,161338,44,10,2021,750981,239,1344367,23893,569254
1,costa,Esmeraldas,591083,12,3,2021,32848,0,39788,0,6940
6,sierra,Cañar,281396,40,10,2021,291420,0,541782,13840,236522
1,sierra,Carchi,186869,41,10,2021,1064107,0,1932368,29725,838536
3,sierra,Tungurahua,590600,44,10,2021,2904541,11485,5476943,165003,2395914
3,sierra,Chimborazo,524004,40,9,2021,1576383,0,2923264,52242,1294639
5,costa,Santa Elena,401178,49,12,2021,1133786,36044,2040394,30770,839794
7,amazonia,Zamora Chinchipe,120416,29,7,2021,259038,0,348030,0,88992
1,sierra,Imbabura,476257,9,2,2021,14146,0,15253,0,1107
5,costa,Los Ríos,921763,28,7,2021,1211818,0,1638355,0,426537
2,amazonia,Orellana,161338,25,6,2021,134436,0,182440,0,48004
6,sierra,Cañar,281396,36,8,2021,414078,0,745529,7960,323491
6,amazonia,Morona Santiago,196535,44,10,2021,618141,2649,1149849,53188,475871
7,costa,El Oro,715751,16,4,2021,182466,0,234202,0,51736
2,amazonia,Pastaza,114202,5,1,2022,457473,79288,973351,41582,395008
1,costa,Esmeraldas,591083,17,4,2021,130271,0,161513,0,31242
2,amazonia,Sucumbíos,230503,46,11,2021,1028979,8665,1845812,48326,759842
3,sierra,Cotopaxi,488716,32,8,2021,2024488,0,2606962,0,582474
9,sierra,Pichincha,3228233,35,8,2021,15717431,0,27874269,58736,12098102
2,amazonia,Napo,133705,39,9,2021,570422,0,1060067,15607,474038
6,sierra,Cañar,281396,24,6,2021,250991,0,352898,0,101907
9,sierra,Pichincha,3228233,52,12,2021,19310830,1878871,39917107,393546,18333860
6,sierra,Cañar,281396,37,9,2021,953871,0,1789832,35185,800776
9,sierra,Pichincha,3228233,24,6,2021,3869797,0,5515204,0,1645407
7,amazonia,Zamora Chinchipe,120416,21,5,2021,95307,0,120044,0,24737
3,sierra,Tungurahua,590600,6,1,2021,36,0,36,0,0
2,amazonia,Napo,133705,50,12,2021,747702,27699,1393294,23516,594377
5,costa,Santa Elena,401178,30,7,2021,1243838,0,1495138,0,251300
3,sierra,Chimborazo,524004,23,6,2021,389738,0,535918,0,146180
2,amazonia,Sucumbíos,230503,18,4,2021,78310,0,97367,0,19057
9,sierra,Pichincha,3228233,29,7,2021,9078390,0,12280926,0,3202536
5,costa,Los Ríos,921763,38,9,2021,3347126,0,6475032,143565,2984341
3,sierra,Cotopaxi,488716,36,9,2021,1165350,0,2179507,49383,964774
6,sierra,Azuay,881394,10,2,2021,6632,0,7278,0,646
1,costa,Esmeraldas,591083,25,6,2021,530356,0,695074,0,164718
8,costa,Guayas,4387434,7,2,2021,20540,0,22510,0,1970
1,costa,Esmeraldas,591083,53,12,2021,2594893,130558,5087289,178597,2183241
3,sierra,Tungurahua,590600,48,11,2021,3189001,84578,6015568,183060,2558929
1,costa,Esmeraldas,591083,21,5,2021,353703,0,413042,0,59339
6,sierra,Azuay,881394,36,8,2021,1728530,0,3169026,12171,1428325
8,costa,Guayas,4387434,29,7,2021,8192638,0,11016399,0,2823761
4,costa,Manabí,1562079,45,11,2021,6812846,20374,12638256,269126,5535910
7,amazonia,Zamora Chinchipe,120416,10,3,2021,4446,0,5322,0,876
5,insular,Galápagos,33042,45,11,2021,174908,0,329732,0,154824
2,amazonia,Pastaza,114202,43,10,2021,411823,258,775354,30442,332831
4,costa,Manabí,1562079,5,1,2021,5929,0,5929,0,0
5,insular,Galápagos,33042,35,8,2021,223412,0,399370,0,175958
3,sierra,Tungurahua,590600,43,10,2021,2800992,1406,5357027,163256,2391373
5,costa,Los Ríos,921763,39,9,2021,3414781,0,6555581,148069,2992731
8,costa,Guayas,4387434,41,10,2021,18778274,0,35118151,603528,15736349
3,sierra,Tungurahua,590600,51,12,2021,3292995,214225,6582681,193506,2881955
1,sierra,Imbabura,476257,20,5,2021,394296,0,469476,0,75180
4,costa,Manabí,1562079,53,12,2021,7742170,386895,15220836,302186,6789585
1,sierra,Imbabura,476257,6,1,2021,324,0,324,0,0
5,costa,Santa Elena,401178,2,1,2022,2110732,142863,4019565,65686,1700284
5,costa,Los Ríos,921763,41,10,2021,3590321,0,6777033,149599,3037113
2,amazonia,Pastaza,114202,32,8,2021,364864,0,471408,0,106544
1,costa,Esmeraldas,591083,51,12,2021,2991347,106087,5738934,199041,2442459
5,costa,Los Ríos,921763,6,1,2021,416,0,416,0,0
8,costa,Guayas,4387434,49,12,2021,12774563,324937,23860574,360716,10400358
3,sierra,Bolívar,209933,24,6,2021,257472,0,382803,0,125331
3,sierra,Cotopaxi,488716,16,4,2021,88530,0,105571,0,17041
3,sierra,Tungurahua,590600,38,9,2021,2597205,0,5077833,135301,2345327
3,sierra,Bolívar,209933,20,5,2021,179997,0,212571,0,32574
3,sierra,Bolívar,209933,37,9,2021,822034,0,1585224,33003,730187
6,amazonia,Morona Santiago,196535,37,9,2021,520660,0,981787,27606,433521
9,sierra,Pichincha,3228233,45,10,2021,2559355,26002,4832898,51722,2195819
4,costa,Sto. Domingo Tsáchilas,511151,8,2,2021,5844,0,6331,0,487
2,amazonia,Napo,133705,25,6,2021,173981,0,239794,0,65813
6,sierra,Azuay,881394,51,12,2021,4927659,398021,9830108,109850,4394578
6,sierra,Cañar,281396,4,1,2022,1379015,261245,2936858,63350,1233248
4,costa,Manabí,1562079,36,9,2021,3908851,0,7294886,86705,3299330
8,costa,Guayas,4387434,14,4,2021,258808,0,319353,0,60545
2,amazonia,Sucumbíos,230503,14,3,2021,26080,0,27972,0,1892
7,amazonia,Zamora Chinchipe,120416,13,3,2021,14812,0,17096,0,2284
8,costa,Guayas,4387434,37,9,2021,17243344,0,32776775,442874,15090557
5,costa,Santa Elena,401178,40,10,2021,461638,0,851430,11980,377812
4,costa,Manabí,1562079,24,6,2021,1590184,0,2099754,0,509570
2,amazonia,Pastaza,114202,49,11,2021,209959,7227,399013,15601,166226
7,amazonia,Zamora Chinchipe,120416,23,6,2021,79127,0,105347,0,26220
7,costa,El Oro,715751,36,9,2021,1937834,0,3581234,24875,1618525
7,sierra,Loja,521154,4,1,2022,3042636,593487,6552418,46292,2870003
5,insular,Galápagos,33042,28,7,2021,205315,0,359514,0,154199
3,sierra,Tungurahua,590600,23,6,2021,388273,0,515708,0,127435
2,amazonia,Napo,133705,17,4,2021,56441,0,71860,0,15419
4,costa,Sto. Domingo Tsáchilas,511151,24,6,2021,372621,0,500364,0,127743
1,sierra,Carchi,186869,46,11,2021,1168817,11909,2079548,39165,859657
4,costa,Manabí,1562079,41,10,2021,7117223,0,13708580,285434,6305923
5,insular,Galápagos,33042,15,4,2021,72090,0,96016,0,23926
7,sierra,Loja,521154,12,3,2021,66731,0,71439,0,4708
2,amazonia,Orellana,161338,9,2,2021,1545,0,1632,0,87
1,sierra,Carchi,186869,39,9,2021,1042249,0,1892883,19697,830937
1,sierra,Carchi,186869,27,7,2021,149830,0,208509,0,58679
5,costa,Santa Elena,401178,19,5,2021,134359,0,155276,0,20917
1,costa,Esmeraldas,591083,48,11,2021,2894359,36546,5260116,176563,2152648
6,sierra,Azuay,881394,6,2,2021,3978,0,3978,0,0
5,costa,Santa Elena,401178,46,11,2021,1778555,4486,3202556,48608,1370907
2,amazonia,Orellana,161338,33,8,2021,676051,0,859948,0,183897
6,amazonia,Morona Santiago,196535,45,10,2021,90773,612,167998,7687,68926
1,sierra,Carchi,186869,18,4,2021,128613,0,148929,0,20316
7,amazonia,Zamora Chinchipe,120416,45,10,2021,78058,211,138245,1925,58051
7,sierra,Loja,521154,23,5,2021,196685,0,273148,0,76463
1,sierra,Imbabura,476257,52,12,2021,2688549,202641,5516427,97883,2527354
1,sierra,Imbabura,476257,50,12,2021,2656519,150173,5267947,93280,2367975
6,amazonia,Morona Santiago,196535,52,12,2021,754910,57613,1508959,71752,624684
5,insular,Galápagos,33042,23,6,2021,141126,0,237683,0,96557
1,sierra,Carchi,186869,37,9,2021,1028789,0,1852311,12711,810811
3,sierra,Bolívar,209933,14,3,2021,22573,0,26085,0,3512
1,sierra,Carchi,186869,27,6,2021,183922,0,257896,0,73974
4,costa,Sto. Domingo Tsáchilas,511151,35,8,2021,1775206,0,3153221,79742,1298273
2,amazonia,Orellana,161338,45,11,2021,660156,545,1171176,20665,489810
8,costa,Guayas,4387434,26,6,2021,4235915,0,6207159,0,1971244
3,sierra,Tungurahua,590600,42,10,2021,2717613,0,5264294,161991,2384690
3,sierra,Cotopaxi,488716,20,5,2021,304624,0,349810,0,45186
4,costa,Manabí,1562079,32,8,2021,6780523,0,8421068,0,1640545
8,costa,Guayas,4387434,46,11,2021,20798790,80752,38218970,626009,16713419
7,costa,El Oro,715751,7,2,2021,3282,0,3282,0,0
8,costa,Guayas,4387434,38,9,2021,17426794,0,33347950,518582,15402574
3,sierra,Bolívar,209933,27,6,2021,204476,0,305634,0,101158
7,costa,El Oro,715751,45,10,2021,556533,2934,1016111,12422,444222
2,amazonia,Pastaza,114202,9,2,2021,2177,0,2483,0,306
8,costa,Guayas,4387434,36,8,2021,7429108,0,13353797,89832,5834857
7,amazonia,Zamora Chinchipe,120416,36,8,2021,202547,0,340423,2140,135736
1,costa,Esmeraldas,591083,27,6,2021,367714,0,479710,0,111996
6,amazonia,Morona Santiago,196535,38,9,2021,537986,0,1016821,35221,443614
5,costa,Los Ríos,921763,18,4,2021,211279,0,261746,0,50467
2,amazonia,Orellana,161338,32,8,2021,643048,0,760032,0,116984
6,sierra,Cañar,281396,18,5,2021,20624,0,24579,0,3955
7,amazonia,Zamora Chinchipe,120416,30,7,2021,332314,0,433537,0,101223
5,costa,Santa Elena,401178,36,8,2021,625513,0,1152630,9673,517444
2,amazonia,Orellana,161338,19,5,2021,93981,0,109226,0,15245
2,amazonia,Orellana,161338,45,10,2021,109302,54,194333,3435,81542
