zona,region,provincia,poblacion,semana,mes,anio,primera_dosis,dosis_refuerzo,dosis_total,dosis_unica,segunda_dosis
5,insular,Galápagos,33042,53,12,2021,178784,70004,419657,0,170869
7,amazonia,Zamora Chinchipe,120416,50,12,2021,610950,22751,1134680,17205,483774
1,sierra,Imbabura,476257,6,2,2021,1944,0,1944,0,0
8,costa,Guayas,4387434,10,3,2021,142185,0,151021,0,8836
6,sierra,Cañar,281396,21,5,2021,184874,0,228654,0,43780
1,costa,Esmeraldas,591083,38,9,2021,2244096,0,4226045,108074,1873875
7,sierra,Loja,521154,49,12,2021,1697770,111151,3335534,16800,1509813
4,costa,Manabí,1562079,31,7,2021,5888358,0,7129883,0,1241525
2,amazonia,Pastaza,114202,19,5,2021,57808,0,68288,0,10480
7,sierra,Loja,521154,32,8,2021,2414853,0,3236876,0,822023
2,amazonia,Sucumbíos,230503,18,5,2021,16038,0,19252,0,3214
1,sierra,Carchi,186869,23,6,2021,174802,0,244833,0,70031
3,sierra,Tungurahua,590600,30,7,2021,1983638,0,2459374,0,475736
1,costa,Esmeraldas,591083,14,3,2021,34278,0,39970,0,5692
1,sierra,Carchi,186869,48,11,2021,1198533,31065,2160386,42083,888705
3,sierra,Tungurahua,590600,40,9,2021,1881812,0,3683656,107457,1694387
2,amazonia,Orellana,161338,31,7,2021,573642,0,659253,0,85611
8,costa,Guayas,4387434,30,7,2021,11616505,0,14660052,0,3043547
9,sierra,Pichincha,3228233,23,6,2021,2473474,0,3538555,0,1065081
6,sierra,Cañar,281396,49,12,2021,743383,34028,1434111,32172,624528
5,costa,Los Ríos,921763,53,12,2021,3975408,179856,7479158,158098,3165796
9,sierra,Pichincha,3228233,40,10,2021,4629958,0,8927008,100155,4196895
1,sierra,Carchi,186869,44,10,2021,1125351,3101,2021689,37063,856174
7,costa,El Oro,715751,15,4,2021,146518,0,178699,0,32181
2,amazonia,Sucumbíos,230503,21,5,2021,156643,0,192233,0,35590
6,sierra,Cañar,281396,5,1,2021,917,0,917,0,0
8,costa,Guayas,4387434,35,8,2021,17325073,0,29468184,104496,12038615
2,amazonia,Sucumbíos,230503,6,2,2021,648,0,648,0,0
5,insular,Galápagos,33042,8,2,2021,3101,0,3101,0,0
3,sierra,Chimborazo,524004,4,1,2022,2804935,508639,5913593,116398,2483621
9,sierra,Pichincha,3228233,53,12,2021,16597476,1858692,34654188,341966,15856054
3,sierra,Cotopaxi,488716,31,7,2021,1829486,0,2269880,0,440394
7,amazonia,Zamora Chinchipe,120416,38,9,2021,466031,0,840213,9132,365050
2,amazonia,Pastaza,114202,50,12,2021,498981,23916,964989,38113,403979
5,insular,Galápagos,33042,22,5,2021,190968,0,290589,0,99621
7,costa,El Oro,715751,28,7,2021,1177563,0,1658933,0,481370
3,sierra,Tungurahua,590600,41,10,2021,2673837,0,5210806,158390,2378579
2,amazonia,Pastaza,114202,2,1,2022,516544,51359,1055558,41843,445812
3,sierra,Chimborazo,524004,29,7,2021,1200679,0,1619198,0,418519
3,sierra,Bolívar,209933,29,7,2021,599358,0,815877,0,216519
3,sierra,Chimborazo,524004,47,11,2021,2566004,77024,4665696,82185,1940483
6,sierra,Azuay,881394,39,9,2021,3966839,0,7617699,77060,3573800
2,amazonia,Napo,133705,47,11,2021,711140,10377,1249334,21030,506787
1,costa,Esmeraldas,591083,24,6,2021,466613,0,614966,0,148353
2,amazonia,Pastaza,114202,25,6,2021,101274,0,134106,0,32832
1,sierra,Imbabura,476257,27,7,2021,356824,0,495948,0,139124
7,sierra,Loja,521154,47,11,2021,2915587,106223,5456064,26973,2407281
2,amazonia,Sucumbíos,230503,30,7,2021,668271,0,782249,0,113978
4,costa,Manabí,1562079,23,6,2021,979780,0,1284842,0,305062
7,sierra,Loja,521154,14,3,2021,69542,0,80677,0,11135
5,insular,Galápagos,33042,49,11,2021,88495,5512,177770,0,83763
1,costa,Esmeraldas,591083,49,11,2021,1256191,19907,2316860,78268,962494
7,amazonia,Zamora Chinchipe,120416,42,10,2021,499832,0,903058,12277,390949
3,sierra,Chimborazo,524004,9,2,2021,10499,0,11444,0,945
8,costa,Guayas,4387434,4,1,2022,23760180,2504112,47648503,698667,20685544
5,costa,Santa Elena,401178,51,12,2021,2055675,102003,3779860,58493,1563689
6,sierra,Cañar,281396,7,2,2021,917,0,1049,0,132
3,sierra,Chimborazo,524004,51,12,2021,2742330,213685,5302384,91619,2254750
3,sierra,Chimborazo,524004,41,10,2021,2230543,0,4134377,76419,1827415
1,sierra,Carchi,186869,6,1,2021,98,0,98,0,0
6,sierra,Azuay,881394,52,12,2021,4941984,486448,10070375,110723,4531220
1,costa,Esmeraldas,591083,22,5,2021,380736,0,476920,0,96184
5,insular,Galápagos,33042,10,3,2021,3912,0,5190,0,1278
3,sierra,Cotopaxi,488716,53,12,2021,2320982,205470,4722847,163349,2033046
3,sierra,Bolívar,209933,48,11,2021,1101250,27168,1987486,44661,814407
1,sierra,Carchi,186869,43,10,2021,1081426,70,1965767,35146,849125
2,amazonia,Orellana,161338,3,1,2022,912515,57226,1760218,35218,755259
9,sierra,Pichincha,3228233,46,11,2021,18339283,313963,34689609,365555,15670808
5,costa,Santa Elena,401178,27,7,2021,178872,0,253367,0,74495
3,sierra,Tungurahua,590600,26,6,2021,745172,0,1058965,0,313793
7,sierra,Loja,521154,13,3,2021,109678,0,116939,0,7261
3,sierra,Tungurahua,590600,15,4,2021,91201,0,110838,0,19637
2,amazonia,Orellana,161338,15,4,2021,29430,0,36299,0,6869
2,amazonia,Sucumbíos,230503,27,6,2021,158989,0,205635,0,46646
1,sierra,Carchi,186869,45,11,2021,984109,6522,1758118,32479,735008
6,amazonia,Morona Santiago,196535,27,6,2021,111528,0,166958,0,55430
3,sierra,Bolívar,209933,43,10,2021,965643,147,1756087,42447,747850
2,amazonia,Sucumbíos,230503,47,11,2021,1061018,15652,1908068,49449,781949
1,sierra,Carchi,186869,31,7,2021,943485,0,1147734,0,204249
6,amazonia,Morona Santiago,196535,49,11,2021,308778,13243,593432,27414,243997
1,sierra,Carchi,186869,16,4,2021,61363,0,81229,0,19866
6,amazonia,Morona Santiago,196535,21,5,2021,131463,0,164589,0,33126
7,costa,El Oro,715751,26,6,2021,863476,0,1194740,0,331264
3,sierra,Chimborazo,524004,45,10,2021,352916,2684,636448,11516,269332
7,costa,El Oro,715751,2,1,2022,4222726,379328,8503904,104973,3796877
5,costa,Santa Elena,401178,41,10,2021,1626468,0,2999488,42713,1330307
5,insular,Galápagos,33042,33,8,2021,223412,0,387336,0,163924
5,costa,Los Ríos,921763,19,5,2021,322072,0,387143,0,65071
5,costa,Los Ríos,921763,3,1,2022,4758316,315251,9149705,198493,3877645
1,sierra,Imbabura,476257,36,9,2021,1223525,0,2315972,20638,1071809
4,costa,Manabí,1562079,21,5,2021,1064027,0,1317307,0,253280
6,sierra,Azuay,881394,23,5,2021,285455,0,403405,0,117950
1,sierra,Carchi,186869,24,6,2021,252312,0,361784,0,109472
7,sierra,Loja,521154,8,2,2021,2030,0,2030,0,0
6,sierra,Azuay,881394,11,3,2021,75653,0,82511,0,6858
2,amazonia,Napo,133705,14,3,2021,17490,0,21327,0,3837
7,sierra,Loja,521154,31,7,2021,2246664,0,2970582,0,723918
7,costa,El Oro,715751,19,5,2021,444190,0,523118,0,78928
9,sierra,Pichincha,3228233,22,5,2021,3173136,0,4273111,0,1099975
8,costa,Guayas,4387434,13,3,2021,435615,0,514357,0,78742
6,sierra,Cañar,281396,8,2,2021,1541,0,2003,0,462
4,costa,Manabí,1562079,48,11,2021,8619869,122368,15982366,325383,6914746
3,sierra,Bolívar,209933,41,10,2021,930476,0,1713392,40790,742126
7,sierra,Loja,521154,45,11,2021,2433565,32243,4477076,21719,1989549
7,costa,El Oro,715751,53,12,2021,3603378,254049,7168137,86370,3224340
2,amazonia,Orellana,161338,52,12,2021,888404,31709,1676835,35276,721446
4,costa,Manabí,1562079,11,3,2021,77969,0,85468,0,7499
4,costa,Sto. Domingo Tsáchilas,511151,2,1,2022,2569645,148436,5099346,213813,2167452
3,sierra,Chimborazo,524004,43,10,2021,2330881,281,4259353,79288,1848903
5,costa,Los Ríos,921763,14,3,2021,61065,0,68575,0,7510
3,sierra,Chimborazo,524004,40,10,2021,634553,0,1176269,21434,520282
4,costa,Sto. Domingo Tsáchilas,511151,53,12,2021,2187666,105059,4296136,176326,1827085
3,sierra,Tungurahua,590600,1,1,2022,474019,44540,982455,28460,435436
2,amazonia,Sucumbíos,230503,9,2,2021,4102,0,4473,0,371
3,sierra,Cotopaxi,488716,19,5,2021,284832,0,319946,0,35114
5,costa,Los Ríos,921763,12,3,2021,57112,0,62639,0,5527
2,amazonia,Sucumbíos,230503,45,10,2021,141153,595,256071,6660,107663
6,sierra,Cañar,281396,45,11,2021,1007567,7065,1832629,45768,772229
2,amazonia,Sucumbíos,230503,40,9,2021,634036,0,1182570,27766,520768
3,sierra,Cotopaxi,488716,28,7,2021,803276,0,1146503,0,343227
1,costa,Esmeraldas,591083,15,4,2021,88225,0,104577,0,16352
1,costa,Esmeraldas,591083,7,2,2021,1652,0,1652,0,0
4,costa,Sto. Domingo Tsáchilas,511151,10,2,2021,1564,0,1708,0,144
3,sierra,Tungurahua,590600,45,11,2021,2530485,17167,4747408,142797,2056959
6,sierra,Azuay,881394,25,6,2021,1285617,0,1890348,0,604731
6,amazonia,Morona Santiago,196535,36,8,2021,224345,0,401964,6708,170911
1,sierra,Carchi,186869,19,5,2021,195110,0,222952,0,27842
4,costa,Sto. Domingo Tsáchilas,511151,40,9,2021,1309882,0,2594242,131063,1153297
5,costa,Los Ríos,921763,29,7,2021,1687688,0,2186563,0,498875
5,insular,Galápagos,33042,51,12,2021,207767,62056,467580,0,197757
2,amazonia,Sucumbíos,230503,36,9,2021,490904,0,886362,11265,384193
2,amazonia,Napo,133705,10,3,2021,7797,0,8199,0,402
5,costa,Santa Elena,401178,45,10,2021,249875,162,451576,6818,194721
1,sierra,Carchi,186869,10,2,2021,856,0,904,0,48
3,sierra,Cotopaxi,488716,39,9,2021,2075690,0,4006439,140397,1790352
5,insular,Galápagos,33042,32,8,2021,223412,0,383902,0,160490
8,costa,Guayas,4387434,25,6,2021,3633685,0,5414583,0,1780898
2,amazonia,Napo,133705,43,10,2021,620871,65,1123226,19371,482919
2,amazonia,Sucumbíos,230503,43,10,2021,932646,51,1720032,43894,743441
9,sierra,Pichincha,3228233,38,9,2021,15720283,0,30515563,301570,14493710
5,costa,Santa Elena,401178,18,5,2021,15809,0,18325,0,2516
2,amazonia,Orellana,161338,1,1,2022,128189,6266,245366,5076,105835
9,sierra,Pichincha,3228233,31,7,2021,14211221,0,18048708,0,3837487
4,costa,Manabí,1562079,37,9,2021,6869410,0,13134841,202432,6062999
5,costa,Santa Elena,401178,26,6,2021,365299,0,521212,0,155913
2,amazonia,Pastaza,114202,36,9,2021,212967,0,393818,6318,174533
4,costa,Manabí,1562079,35,8,2021,6914086,0,11647739,38863,4694790
3,sierra,Cotopaxi,488716,34,8,2021,2056600,0,3195133,416,1138117
2,amazonia,Orellana,161338,35,8,2021,676470,0,1079495,4254,398771
4,costa,Sto. Domingo Tsáchilas,511151,11,3,2021,21071,0,23291,0,2220
7,costa,El Oro,715751,25,6,2021,772788,0,1063993,0,291205
8,costa,Guayas,4387434,45,10,2021,2895482,2019,5331836,89152,2345183
1,sierra,Imbabura,476257,2,1,2022,2709886,281838,5681826,106043,2584059
1,sierra,Carchi,186869,5,1,2022,1057186,175594,2199430,51150,915500
9,sierra,Pichincha,3228233,42,10,2021,16486877,0,31620957,358466,14775614
1,costa,Esmeraldas,591083,40,10,2021,660852,0,1245316,36532,547932
5,insular,Galápagos,33042,23,5,2021,55394,0,92715,0,37321
1,costa,Esmeraldas,591083,26,6,2021,597866,0,783499,0,185633
1,sierra,Imbabura,476257,44,10,2021,2414271,5094,4522080,79514,2023201
6,sierra,Azuay,881394,26,6,2021,1407152,0,2099162,0,692010
6,amazonia,Morona Santiago,196535,18,5,2021,16016,0,18655,0,2639
8,costa,Guayas,4387434,33,8,2021,17318993,0,23582927,205,6263729
2,amazonia,Sucumbíos,230503,19,5,2021,126938,0,153273,0,26335
7,amazonia,Zamora Chinchipe,120416,2,1,2022,624800,53162,1224699,19834,526903
1,costa,Esmeraldas,591083,5,1,2022,2678274,321083,5505727,205912,2300458
4,costa,Manabí,1562079,13,3,2021,136166,0,163517,0,27351
8,costa,Guayas,4387434,50,12,2021,22532123,733989,42408906,635357,18507437
3,sierra,Bolívar,209933,44,10,2021,994061,893,1789577,42668,751955
1,sierra,Carchi,186869,45,10,2021,163240,904,291948,5381,122423
2,amazonia,Pastaza,114202,10,3,2021,2880,0,3432,0,552
2,amazonia,Orellana,161338,27,6,2021,91872,0,123775,0,31903
7,sierra,Loja,521154,42,10,2021,2570513,0,4842848,23837,2248498
5,costa,Santa Elena,401178,33,8,2021,1459290,0,2132921,0,673631
5,insular,Galápagos,33042,18,5,2021,17798,0,22965,0,5167
2,amazonia,Napo,133705,35,8,2021,598472,0,955046,6687,349887
9,sierra,Pichincha,3228233,18,4,2021,1351244,0,1688582,0,337338
6,sierra,Azuay,881394,31,7,2021,3752763,0,4861133,0,1108370
1,sierra,Imbabura,476257,1,1,2022,386080,35444,803639,14639,367476
1,sierra,Carchi,186869,11,3,2021,13412,0,14188,0,776
2,amazonia,Pastaza,114202,1,1,2022,73416,6394,148953,5864,63279
5,costa,Los Ríos,921763,6,2,2021,2550,0,2550,0,0
3,sierra,Tungurahua,590600,10,2,2021,1409,0,1594,0,185
7,sierra,Loja,521154,27,7,2021,433735,0,646627,0,212892
6,sierra,Cañar,281396,50,12,2021,1309206,74773,2544173,57129,1103065
2,amazonia,Napo,133705,30,7,2021,452306,0,545736,0,93430
5,insular,Galápagos,33042,12,3,2021,66574,0,68065,0,1491
7,sierra,Loja,521154,44,10,2021,2761942,18568,5102182,24819,2296853
5,costa,Santa Elena,401178,22,5,2021,212779,0,261223,0,48444
5,costa,Los Ríos,921763,10,3,2021,16199,0,17426,0,1227
8,costa,Guayas,4387434,53,12,2021,19727418,1166154,38409262,559827,16955863
1,sierra,Imbabura,476257,49,11,2021,1134408,46717,2211072,38300,991647
1,sierra,Carchi,186869,14,4,2021,21625,0,25614,0,3989
9,sierra,Pichincha,3228233,32,8,2021,15352528,0,20097205,3,4744674
2,amazonia,Pastaza,114202,48,11,2021,480532,12890,902808,35530,373856
5,costa,Los Ríos,921763,36,9,2021,1840787,0,3541014,72888,1627339
7,amazonia,Zamora Chinchipe,120416,48,11,2021,593316,13350,1062612,15211,440735
1,sierra,Imbabura,476257,43,10,2021,2305209,715,4396448,77361,2013163
9,sierra,Pichincha,3228233,36,8,2021,6737615,0,12506485,52888,5715982
3,sierra,Cotopaxi,488716,45,10,2021,348606,1609,635592,21787,263590
2,amazonia,Napo,133705,53,12,2021,653978,35797,1266725,21610,555340
3,sierra,Tungurahua,590600,7,2,2021,2576,0,2576,0,0
6,amazonia,Morona Santiago,196535,34,8,2021,522277,0,840472,2197,315998
2,amazonia,Sucumbíos,230503,32,8,2021,834488,0,1024761,0,190273
5,costa,Santa Elena,401178,49,11,2021,840467,22989,1503801,22149,618196
7,amazonia,Zamora Chinchipe,120416,36,9,2021,263663,0,458759,3457,191639
2,amazonia,Pastaza,114202,30,7,2021,278889,0,351825,0,72936
3,sierra,Bolívar,209933,3,1,2022,1216436,162585,2448872,48798,1021053
8,costa,Guayas,4387434,15,4,2021,750473,0,912669,0,162196
3,sierra,Tungurahua,590600,2,1,2022,3323625,377033,6962961,203131,3059172
3,sierra,Cotopaxi,488716,29,7,2021,1206221,0,1578647,0,372426
4,costa,Manabí,1562079,49,11,2021,3739607,66628,6965826,140432,3019159
3,sierra,Bolívar,209933,7,2,2021,763,0,763,0,0
3,sierra,Chimborazo,524004,23,5,2021,148401,0,200593,0,52192
2,amazonia,Orellana,161338,51,12,2021,879237,28143,1637511,34688,695443
2,amazonia,Orellana,161338,26,6,2021,149904,0,202395,0,52491
3,sierra,Cotopaxi,488716,13,3,2021,39710,0,46527,0,6817
7,costa,El Oro,715751,31,7,2021,3138964,0,3828068,0,689104
1,costa,Esmeraldas,591083,16,4,2021,99185,0,124564,0,25379
3,sierra,Chimborazo,524004,13,3,2021,79192,0,84343,0,5151
7,amazonia,Zamora Chinchipe,120416,35,8,2021,469116,0,754905,3274,282515
2,amazonia,Sucumbíos,230503,29,7,2021,529434,0,629241,0,99807
1,sierra,Imbabura,476257,15,4,2021,119718,0,137844,0,18126
2,amazonia,Napo,133705,9,2,2021,2593,0,2794,0,201
2,amazonia,Napo,133705,10,2,2021,709,0,776,0,67
2,amazonia,Orellana,161338,20,5,2021,106898,0,123570,0,16672
9,sierra,Pichincha,3228233,43,10,2021,16865690,37277,32232013,360037,14969009
8,costa,Guayas,4387434,48,11,2021,21826220,338606,40382791,628323,17589642
3,sierra,Bolívar,209933,40,10,2021,262882,0,485888,11396,211610
6,sierra,Cañar,281396,14,3,2021,30940,0,34107,0,3167
2,amazonia,Napo,133705,23,5,2021,43281,0,56707,0,13426
5,costa,Santa Elena,401178,21,5,2021,190472,0,222441,0,31969
4,costa,Sto. Domingo Tsáchilas,511151,34,8,2021,1772155,0,2723385,15551,935679
7,costa,El Oro,715751,9,2,2021,5941,0,6430,0,489
5,costa,Santa Elena,401178,47,11,2021,1834532,13555,3283246,49365,1385794
3,sierra,Tungurahua,590600,29,7,2021,1523197,0,1972873,0,449676
3,sierra,Cotopaxi,488716,35,8,2021,2062220,0,3516926,29303,1425403
4,costa,Manabí,1562079,5,1,2022,7923805,985404,16382172,341503,7131460
7,costa,El Oro,715751,13,3,2021,118373,0,126414,0,8041
5,insular,Galápagos,33042,45,10,2021,29141,0,54938,0,25797
2,amazonia,Orellana,161338,10,2,2021,435,0,464,0,29
6,sierra,Azuay,881394,49,12,2021,2794677,156791,5417214,61456,2404290
5,costa,Santa Elena,401178,6,1,2021,109,0,109,0,0
8,costa,Guayas,4387434,31,7,2021,14239656,0,17629884,0,3390228
2,amazonia,Orellana,161338,53,12,2021,766953,32730,1461465,30414,631368
6,sierra,Azuay,881394,8,2,2021,9233,0,12200,0,2967
6,sierra,Cañar,281396,38,9,2021,975491,0,1831259,42680,813088
7,costa,El Oro,715751,50,12,2021,4140131,176717,8006594,94349,3595397
9,sierra,Pichincha,3228233,48,11,2021,18989854,679983,36708743,375646,16663260
2,amazonia,Orellana,161338,14,3,2021,13152,0,16044,0,2892
5,insular,Galápagos,33042,50,12,2021,207281,34241,438369,0,196847
4,costa,Manabí,1562079,17,4,2021,483282,0,567349,0,84067
6,sierra,Azuay,881394,15,4,2021,291183,0,354181,0,62998
5,insular,Galápagos,33042,36,9,2021,124932,0,227390,0,102458
2,amazonia,Pastaza,114202,28,7,2021,150369,0,213057,0,62688
2,amazonia,Sucumbíos,230503,28,7,2021,341876,0,430435,0,88559
2,amazonia,Sucumbíos,230503,6,1,2021,108,0,108,0,0
4,costa,Sto. Domingo Tsáchilas,511151,48,11,2021,2401186,39641,4454732,186941,1826964
5,costa,Santa Elena,401178,37,9,2021,1498609,0,2819832,39297,1281926
7,sierra,Loja,521154,2,1,2022,3011393,400827,6254507,37308,2804979
7,sierra,Loja,521154,15,4,2021,166745,0,200274,0,33529
1,sierra,Imbabura,476257,23,6,2021,381287,0,527748,0,146461
5,insular,Galápagos,33042,9,2,2021,3579,0,4094,0,515
8,costa,Guayas,4387434,12,3,2021,332539,0,377453,0,44914
2,amazonia,Napo,133705,40,10,2021,166278,0,307947,5014,136655
4,costa,Sto. Domingo Tsáchilas,511151,17,4,2021,139008,0,164014,0,25006
7,amazonia,Zamora Chinchipe,120416,14,3,2021,8810,0,11156,0,2346
5,costa,Los Ríos,921763,23,6,2021,395732,0,529879,0,134147
6,sierra,Azuay,881394,6,1,2021,663,0,663,0,0
4,costa,Sto. Domingo Tsáchilas,511151,52,12,2021,2539636,104333,4943220,202805,2096446
7,costa,El Oro,715751,18,4,2021,316444,0,378980,0,62536
4,costa,Sto. Domingo Tsáchilas,511151,6,2,2021,1728,0,1728,0,0
2,amazonia,Napo,133705,18,5,2021,14829,0,17727,0,2898
1,sierra,Carchi,186869,5,1,2021,490,0,490,0,0
9,sierra,Pichincha,3228233,49,12,2021,10940275,560793,21607690,218002,9888620
2,amazonia,Sucumbíos,230503,34,8,2021,867041,0,1322834,476,455317
6,sierra,Azuay,881394,4,1,2021,1326,0,1326,0,0
1,sierra,Imbabura,476257,22,5,2021,476629,0,634174,0,157545
4,costa,Sto. Domingo Tsáchilas,511151,50,12,2021,2490984,63557,4715136,194406,1966189
2,amazonia,Napo,133705,45,10,2021,96997,379,170095,2857,69862
5,costa,Santa Elena,401178,13,3,2021,29989,0,33585,0,3596
3,sierra,Tungurahua,590600,46,11,2021,2995433,37016,5633343,168148,2432746
1,sierra,Imbabura,476257,51,12,2021,2671753,175111,5388998,95821,2446313
9,sierra,Pichincha,3228233,14,4,2021,287350,0,349738,0,62388
5,costa,Los Ríos,921763,11,3,2021,35756,0,38338,0,2582
5,costa,Los Ríos,921763,9,2,2021,11172,0,12600,0,1428
1,sierra,Carchi,186869,40,10,2021,302614,0,549938,8072,239252
3,sierra,Bolívar,209933,1,1,2022,171081,18449,337309,6768,141011
2,amazonia,Pastaza,114202,51,12,2021,506145,31873,996391,39301,419072
3,sierra,Cotopaxi,488716,17,4,2021,133020,0,155658,0,22638
6,sierra,Azuay,881394,13,3,2021,173249,0,202179,0,28930
7,amazonia,Zamora Chinchipe,120416,27,6,2021,84770,0,124915,0,40145
3,sierra,Tungurahua,590600,28,7,2021,1061069,0,1475255,0,414186
3,sierra,Bolívar,209933,42,10,2021,945942,0,1732572,41856,744774
7,costa,El Oro,715751,40,10,2021,997374,0,1887664,22894,867396
6,sierra,Cañar,281396,39,9,2021,983533,0,1851982,45848,822601
7,sierra,Loja,521154,16,4,2021,222753,0,272555,0,49802
9,sierra,Pichincha,3228233,13,3,2021,553244,0,637390,0,84146
6,sierra,Azuay,881394,33,8,2021,4028011,0,5879883,0,1851872
5,costa,Santa Elena,401178,52,12,2021,2085835,113766,3884350,60274,1624475
5,costa,Santa Elena,401178,23,6,2021,163782,0,223829,0,60047
6,amazonia,Morona Santiago,196535,18,4,2021,81275,0,97109,0,15834
7,sierra,Loja,521154,35,8,2021,2507818,0,4312733,2127,1802788
4,costa,Sto. Domingo Tsáchilas,511151,39,9,2021,1804364,0,3588397,177599,1606434
2,amazonia,Sucumbíos,230503,1,1,2022,166287,8620,321567,8517,138143
5,costa,Los Ríos,921763,44,10,2021,3890420,296,7160773,161275,3108782
3,sierra,Chimborazo,524004,21,5,2021,465900,0,598773,0,132873
6,sierra,Azuay,881394,27,7,2021,659474,0,983127,0,323653
5,costa,Los Ríos,921763,18,5,2021,39697,0,48591,0,8894
2,amazonia,Pastaza,114202,40,10,2021,112337,0,213699,7610,93752
4,costa,Sto. Domingo Tsáchilas,511151,49,11,2021,1045053,19962,1955253,80487,809751
6,sierra,Azuay,881394,43,10,2021,4184154,1333,7934793,94250,3655056
3,sierra,Tungurahua,590600,6,2,2021,1872,0,1872,0,0
2,amazonia,Sucumbíos,230503,44,10,2021,970970,2175,1768839,45135,750559
8,costa,Guayas,4387434,42,10,2021,19030800,0,35486506,615878,15839828
2,amazonia,Napo,133705,7,2,2021,931,0,931,0,0
3,sierra,Cotopaxi,488716,37,9,2021,2041324,0,3893262,103930,1748008
6,sierra,Azuay,881394,46,11,2021,4394557,94465,8348810,97078,3762710
6,sierra,Azuay,881394,1,1,2022,708476,79942,1464203,16102,659683
1,costa,Esmeraldas,591083,45,10,2021,378944,290,680290,20839,280217
5,insular,Galápagos,33042,13,3,2021,66627,0,68608,0,1981
7,costa,El Oro,715751,1,1,2022,601484,44617,1199970,14555,539314
4,costa,Sto. Domingo Tsáchilas,511151,42,10,2021,1937438,0,3749940,185429,1627073
3,sierra,Chimborazo,524004,34,8,2021,2241628,0,3310960,8499,1060833
4,costa,Sto. Domingo Tsáchilas,511151,23,6,2021,253308,0,330163,0,76855
5,costa,Los Ríos,921763,27,7,2021,446916,0,614818,0,167902
7,sierra,Loja,521154,11,3,2021,50513,0,51556,0,1043
1,sierra,Imbabura,476257,5,1,2022,2360481,472275,5208017,107430,2267831
9,sierra,Pichincha,3228233,6,2,2021,15827,0,15954,0,127
6,amazonia,Morona Santiago,196535,30,7,2021,403608,0,524881,0,121273
2,amazonia,Pastaza,114202,45,10,2021,63623,553,117774,4564,49034
3,sierra,Cotopaxi,488716,11,3,2021,29415,0,30220,0,805
2,amazonia,Napo,133705,45,11,2021,583711,3093,1023792,17228,419760
7,amazonia,Zamora Chinchipe,120416,5,1,2022,558369,87826,1145567,20192,479180
5,costa,Los Ríos,921763,13,3,2021,87662,0,95386,0,7724
6,sierra,Cañar,281396,34,8,2021,965336,0,1554675,554,588785
7,amazonia,Zamora Chinchipe,120416,40,10,2021,140620,0,253626,3260,109746
3,sierra,Chimborazo,524004,49,12,2021,1548755,84313,2892739,49938,1209733
4,costa,Sto. Domingo Tsáchilas,511151,27,7,2021,208925,0,303725,0,94800
4,costa,Sto. Domingo Tsáchilas,511151,18,4,2021,129151,0,155671,0,26520
1,sierra,Carchi,186869,10,3,2021,6612,0,6900,0,288
7,sierra,Loja,521154,20,5,2021,572952,0,685238,0,112286
1,costa,Esmeraldas,591083,6,1,2021,236,0,236,0,0
3,sierra,Chimborazo,524004,38,9,2021,2230894,0,4078112,65901,1781317
5,costa,Santa Elena,401178,14,3,2021,18260,0,20892,0,2632
3,sierra,Chimborazo,524004,36,9,2021,1262783,0,2238886,25295,950808
2,amazonia,Pastaza,114202,24,6,2021,93460,0,119118,0,25658
4,costa,Sto. Domingo Tsáchilas,511151,18,5,2021,23175,0,28748,0,5573
9,sierra,Pichincha,3228233,8,2,2021,40739,0,47290,0,6551
7,sierra,Loja,521154,48,11,2021,2942343,137705,5614460,27801,2506611
2,amazonia,Orellana,161338,11,3,2021,11336,0,11539,0,203
8,costa,Guayas,4387434,40,9,2021,12910816,0,24470675,403859,11156000
4,costa,Manabí,1562079,46,11,2021,8122130,47611,15018512,316983,6531788
7,amazonia,Zamora Chinchipe,120416,17,4,2021,54891,0,64414,0,9523
2,amazonia,Napo,133705,2,1,2022,766376,47992,1495158,25548,655242
2,amazonia,Pastaza,114202,42,10,2021,398555,0,758314,29153,330606
7,sierra,Loja,521154,21,5,2021,628060,0,795158,0,167098
1,sierra,Imbabura,476257,48,11,2021,2633263,92588,5070217,87782,2256584
2,amazonia,Orellana,161338,43,10,2021,712673,14,1303157,23602,566868
4,costa,Sto. Domingo Tsáchilas,511151,45,11,2021,1887473,9716,3464076,158862,1408025
1,costa,Esmeraldas,591083,40,9,2021,1637040,0,3092027,88983,1366004
4,costa,Manabí,1562079,36,8,2021,2967404,0,5338548,44601,2326543
2,amazonia,Sucumbíos,230503,5,1,2021,540,0,540,0,0
7,amazonia,Zamora Chinchipe,120416,53,12,2021,533022,37015,1032570,16535,445998
6,amazonia,Morona Santiago,196535,7,2,2021,1338,0,1338,0,0
2,amazonia,Pastaza,114202,33,8,2021,373247,0,526238,61,152930
2,amazonia,Orellana,161338,40,9,2021,488355,0,895783,11137,396291
3,sierra,Chimborazo,524004,12,3,2021,47532,0,52668,0,5136
5,costa,Santa Elena,401178,11,3,2021,11918,0,13110,0,1192
3,sierra,Cotopaxi,488716,18,5,2021,37233,0,41764,0,4531
3,sierra,Bolívar,209933,30,7,2021,733939,0,970301,0,236362
1,sierra,Imbabura,476257,32,8,2021,2138178,0,2706334,237,567919
5,insular,Galápagos,33042,41,10,2021,186996,0,366478,0,179482
4,costa,Sto. Domingo Tsáchilas,511151,10,3,2021,11620,0,12486,0,866
